key,name,path,volume,category,cue,info
type,string,string,float,integer,bool,string
,,,,,,
2000,,data/se/miko/2000.wav,0.5,1,true,
2001,,data/se/common/h001.wav,0.9,1,true,
2002,,data/se/miko/2002.wav,0.7,1,true,
2003,,data/se/common/h003.wav,0.9,1,true,
2004,,data/se/miko/2004.wav,0.9,1,true,
2005,,data/se/common/h030.wav,0.9,1,true,
2006,,data/se/miko/2006.wav,0.8,1,true,
2007,,data/se/common/h073_3.wav,0.9,1,true,
2008,,data/se/miko/2008.wav,0.7,1,true,
2009,,data/se/miko/2009.wav,0.8,1,true,
2010,,data/se/common/h004.wav,1,1,true,
2011,,data/se/miko/2011.wav,0.9,1,true,
2012,,data/se/common/h030.wav,0.9,1,true,
2013,,data/se/miko/2013.wav,0.9,1,true,
2014,,data/se/common/h073_3.wav,0.9,1,true,
2015,,data/se/miko/2015.wav,0.8,1,true,
2016,,data/se/common/h030.wav,0.9,1,true,
2017,,data/se/miko/2017.wav,0.9,1,true,
2018,,data/se/common/h003.wav,0.9,1,true,
2050,,data/se/miko/2050.wav,0.6,1,true,
2051,,data/se/miko/2051.wav,0.7,1,true,
2052,,data/se/common/s006_3.wav,1,1,true,
2053,,data/se/miko/2053.wav,0.9,1,true,
2054,,data/se/miko/2054.wav,0.9,1,true,
2055,,data/se/common/s011_2.wav,0.9,1,true,
2100,,data/se/miko/2100.wav,0.8,1,true,
2101,,data/se/miko/2101.wav,0.7,1,true,
2102,,data/se/miko/2102.wav,0.9,1,true,
2103,,data/se/miko/2103.wav,0.9,1,true,
2104,,data/se/common/s011_2.wav,0.9,1,true,
2105,,data/se/miko/2105.wav,0.8,1,true,
2106,,data/se/miko/2106.wav,0.8,1,true,
2107,,data/se/common/s010_2.wav,0.9,1,true,
2108,,data/se/miko/2108.wav,0.9,1,true,
2109,,data/se/miko/2109.wav,1,1,true,
2110,,data/se/common/s010_2.wav,0.9,1,true,
2111,,data/se/miko/2111.wav,0.8,1,true,
2112,,data/se/miko/2112.wav,0.7,1,true,
2113,,data/se/miko/2113.wav,0.9,1,true,
2114,,data/se/common/h073_3.wav,0.9,1,true,
2115,,data/se/miko/2115.wav,0.8,1,true,
2116,,data/se/common/s006_3.wav,1,1,true,
2117,,data/se/miko/2117.wav,0.7,1,true,
,,,,,,
2120,,data/se/miko/2120.wav,0.9,1,true,
2121,,data/se/miko/2121.wav,0.9,1,true,
2122,,data/se/common/s011_2.wav,0.9,1,true,
2123,,data/se/miko/2123.wav,0.9,1,true,
2124,,data/se/miko/2124.wav,0.9,1,true,
2125,,data/se/common/s011_2.wav,0.9,1,true,
2126,,data/se/miko/2126.wav,1,1,true,
2127,,data/se/common/s011_2.wav,0.9,1,true,
2128,,data/se/miko/2128.wav,0.8,1,true,
2129,,data/se/common/h030.wav,0.9,1,true,
2130,,data/se/miko/2130.wav,0.9,1,true,
2131,,data/se/miko/2131.wav,0.9,1,true,
2132,,data/se/miko/2132.wav,0.9,1,true,
2133,,data/se/miko/2133.wav,0.9,1,true,
2134,,data/se/common/h030.wav,0.9,1,true,
2135,,data/se/miko/2135.wav,0.9,1,true,
2136,,data/se/miko/2136.wav,1,1,true,
2137,,data/se/miko/2137.wav,0.7,1,true,
,,,,,,
2150,,data/se/miko/2150.wav,0.9,1,true,
2151,,data/se/miko/2151.wav,0.9,1,true,
2152,,data/se/miko/2152.wav,1,1,true,
2153,,data/se/miko/2153.wav,1,1,true,
2154,,data/se/miko/2154.wav,0.9,1,true,
2155,,data/se/common/s011_2.wav,0.9,1,true,
2156,,data/se/miko/2156.wav,1,1,true,
2157,,data/se/miko/2102.wav,0.9,1,true,
2158,,data/se/miko/2158.wav,0.9,1,true,
,,,,,,
2160,,data/se/miko/2160.wav,0.9,1,true,
2161,,data/se/miko/2161.wav,1,1,true,
,,,,,,
2190,,data/se/miko/2190.wav,0.7,1,true,
2191,,data/se/miko/2191.wav,0.7,1,true,
2192,,data/se/miko/2190.wav,0.7,1,true,
