key,name,path,volume,category,cue,info
type,string,string,float,integer,bool,string
,,,,,,
4000,,data/se/doremy/4000.wav,0.7,1,true,
4001,,data/se/common/h001.wav,0.9,1,true,
4002,,data/se/doremy/4002.wav,0.9,1,true,
4003,,data/se/common/h003.wav,0.9,1,true,
4004,,data/se/doremy/4004.wav,0.9,1,true,
4005,,data/se/common/h003.wav,0.9,1,true,
4006,,,,,,
4007,,,,,,
4008,,data/se/common/h003.wav,0.9,1,true,
4009,,data/se/common/h003.wav,0.9,1,true,
4010,,data/se/doremy/4010.wav,0.8,1,true,
4011,,data/se/doremy/4011.wav,0.8,1,true,
4012,,data/se/doremy/4012.wav,0.9,1,true,
4013,,data/se/common/h003.wav,0.9,1,true,
4014,,,,,,
4015,,,,,,
4016,,data/se/doremy/4016.wav,0.8,1,true,
4017,,data/se/common/h003.wav,0.9,1,true,
4018,,data/se/doremy/4004.wav,0.9,1,true,
4019,,data/se/common/h003.wav,0.9,1,true,
4020,,data/se/doremy/4020.wav,0.9,1,true,
4021,,data/se/common/h003.wav,0.9,1,true,
4022,,data/se/doremy/4022.wav,0.9,1,true,
4023,,data/se/common/s057.wav,0.7,1,true,
4024,,data/se/doremy/4024.wav,0.9,1,true,
4025,,data/se/common/h003.wav,0.9,1,true,
4026,,data/se/doremy/4026.wav,0.9,1,true,
4027,,data/se/doremy/4027.wav,0.9,1,true,
4028,,data/se/doremy/4028.wav,1,1,true,
4029,,data/se/common/h030.wav,0.9,1,true,
4030,,data/se/doremy/4030.wav,0.9,1,true,
4031,,data/se/doremy/4031.wav,0.9,1,true,
4032,,data/se/doremy/4032.wav,0.9,1,true,
4033,,data/se/common/h003.wav,0.9,1,true,
4034,,data/se/doremy/4034.wav,0.9,1,true,
4035,,data/se/common/h003.wav,0.9,1,true,
4036,,data/se/doremy/4036.wav,0.9,1,true,
4037,,data/se/doremy/4037.wav,0.9,1,true,
4038,,data/se/common/h003.wav,0.9,1,true,
4039,,data/se/doremy/4039.wav,0.8,1,true,
4040,,data/se/doremy/4040.wav,0.9,1,true,
4041,,data/se/common/h030.wav,0.9,1,true,
4042,,data/se/doremy/4042.wav,0.8,1,true,
4043,,data/se/doremy/4043.wav,0.9,1,true,
4044,,data/se/common/h030.wav,0.9,1,true,
4045,,data/se/doremy/4045.wav,0.9,1,true,
4046,,data/se/doremy/4046.wav,0.9,1,true,
4047,,data/se/common/s007_4.wav,1,1,true,
4048,,data/se/doremy/4048.wav,1,1,true,
4049,,data/se/common/h003.wav,0.9,1,true,
4050,,data/se/doremy/4050.wav,0.9,1,true,
4051,,data/se/doremy/4051.wav,0.9,1,true,
4052,,data/se/common/h003.wav,0.9,1,true,
4053,,data/se/doremy/4053.wav,0.9,1,true,
4054,,data/se/common/h003.wav,0.9,1,true,
4055,,data/se/doremy/4055.wav,0.9,1,true,
4056,,data/se/doremy/4056.wav,0.9,1,true,
4057,,data/se/common/h003.wav,0.9,1,true,
4058,,data/se/doremy/4058.wav,0.9,1,true,
4059,,data/se/doremy/4059.wav,0.9,1,true,
4060,,data/se/doremy/4060.wav,0.9,1,true,
4061,,data/se/doremy/4061.wav,1,1,true,
4062,,data/se/doremy/4062.wav,0.9,1,true,
4063,,data/se/doremy/4063.wav,0.9,1,true,
4064,,data/se/reimu/1192.wav,1,1,true,
4065,,data/se/doremy/4065.wav,0.9,1,true,
4066,,data/se/doremy/4066.wav,0.9,1,true,
4067,,data/se/doremy/4067.wav,0.7,1,true,
4068,,data/se/doremy/4068.wav,0.9,1,true,
4069,,data/se/doremy/4026.wav,0.9,1,true,
4070,,data/se/doremy/4070.wav,0.9,1,true,
4071,,data/se/doremy/4071.wav,0.9,1,true,
4072,,data/se/doremy/4016.wav,0.9,1,true,
4073,,data/se/common/h003.wav,0.9,1,true,
4074,,data/se/doremy/4004.wav,0.9,1,true,
4075,,data/se/common/h003.wav,0.9,1,true,
4076,,data/se/doremy/4024.wav,0.9,1,true,
4077,,data/se/common/h003.wav,0.9,1,true,
4078,,data/se/doremy/4078.wav,0.6,1,true,
4079,,data/se/common/s057.wav,0.7,1,true,
4080,,data/se/doremy/4080.wav,0.9,1,true,
