key,name,path,volume,category,cue
type,string,string,float,integer,bool
,,,,,
3600,,data/se/common/201.wav,0.9,1,true
3601,,data/se/common/202.wav,0.9,1,true
3602,,data/se/usami/3602.wav,0.7,1,true
3603,,data/se/common/h001.wav,0.9,1,true
3604,,data/se/usami/3602.wav,0.7,1,true
3605,,data/se/common/h001.wav,0.9,1,true
3606,,data/se/usami/3606.wav,0.7,1,true
3607,,data/se/common/h002.wav,0.9,1,true
3608,,data/se/usami/3606.wav,0.7,1,true
3609,,data/se/common/h002.wav,0.9,1,true
3610,,data/se/usami/3610.wav,0.7,1,true
3611,,data/se/common/h003.wav,0.9,1,true
3612,,data/se/usami/3610.wav,0.7,1,true
3613,,data/se/common/h003.wav,0.9,1,true
3614,,data/se/usami/3614.wav,0.9,1,true
3615,,data/se/common/h003.wav,0.9,1,true
3616,,data/se/usami/3614.wav,0.9,1,true
3617,,data/se/common/h003.wav,0.9,1,true
3618,,data/se/usami/3618.wav,1,1,true
3619,,data/se/common/h003.wav,0.9,1,true
3620,,data/se/common/h003.wav,0.9,1,true
3621,,data/se/usami/3618.wav,1,1,true
3622,,data/se/common/h003.wav,0.9,1,true
3623,,data/se/common/h003.wav,0.9,1,true
3624,,data/se/usami/3624.wav,0.9,1,true
3625,,data/se/usami/3625.wav,0.9,1,true
3626,,data/se/common/h027.wav,0.7,1,true
3627,,data/se/usami/3627.wav,0.9,1,true
3628,,data/se/usami/3628.wav,0.9,1,true
3629,,data/se/common/h039_1.wav,0.9,1,true
3630,,data/se/usami/3630.wav,0.8,1,true
3631,,data/se/usami/3631.wav,0.8,1,true
3632,,data/se/common/h003.wav,0.9,1,true
3633,,data/se/usami/3633.wav,0.8,1,true
3634,,data/se/usami/3634.wav,0.9,1,true
3635,,data/se/usami/3635.wav,0.9,1,true
3636,,data/se/common/h003.wav,0.9,1,true
3637,,data/se/usami/3637.wav,0.9,1,true
3638,,data/se/usami/3638.wav,0.9,1,true
3639,,data/se/common/h003.wav,0.9,1,true
3640,,data/se/usami/3640.wav,0.9,1,true
3641,,data/se/usami/3641.wav,0.9,1,true
3642,,data/se/common/h003.wav,0.9,1,true
3643,,data/se/usami/3643.wav,1,1,true
3644,,data/se/common/h003.wav,0.9,1,true
3645,,data/se/usami/3645.wav,0.9,1,true
3646,,data/se/usami/3646.wav,0.9,1,true
3647,,data/se/usami/3647.wav,0.9,1,true
3648,,,,,
3649,,data/se/usami/3649.wav,0.9,1,true
3650,,data/se/usami/3650.wav,1,1,true
3651,,data/se/common/h003.wav,0.9,1,true
3652,,data/se/usami/3652.wav,1,1,true
3653,,data/se/usami/3653.wav,0.9,1,true
3654,,data/se/usami/3654.wav,0.7,1,true
3655,,data/se/usami/3655.wav,0.9,1,true
3656,,data/se/usami/3656.wav,0.9,1,true
3657,,data/se/common/s011_2.wav,0.9,1,true
3658,,data/se/usami/3658.wav,0.9,1,true
3659,,data/se/common/s007.wav,0.8,1,true
3670,,data/se/usami/3670.wav,0.9,1,true
3671,,data/se/common/s011_2.wav,0.9,1,true
3672,,data/se/usami/3672.wav,0.7,1,true
3673,,data/se/usami/3673.wav,0.9,1,true
3674,,data/se/common/h003.wav,0.9,1,true
3675,,data/se/usami/3675.wav,0.7,1,true
3676,,data/se/usami/3676.wav,0.8,1,true
3677,,data/se/common/h027.wav,0.7,1,true
3678,,data/se/usami/3678.wav,0.7,1,true
3679,,data/se/usami/3679.wav,0.9,1,true
3680,,data/se/usami/3680.wav,0.9,1,true
3681,,data/se/usami/3681.wav,0.9,1,true
3682,,data/se/common/h003.wav,0.9,1,true
3683,,data/se/usami/3683.wav,0.9,1,true
3684,,data/se/common/h003.wav,0.9,1,true
3685,,data/se/usami/3685.wav,0.7,1,true
3686,,data/se/common/h001.wav,0.9,1,true
3687,,data/se/usami/3687.wav,1,1,true
3688,,data/se/usami/3688.wav,0.9,1,true
3689,,data/se/usami/3689.wav,0.9,1,true
3690,,data/se/usami/3690.wav,0.9,1,true
3691,,data/se/usami/3691.wav,0.9,1,true
3692,,data/se/usami/3692.wav,0.9,1,true
3693,,data/se/usami/3693.wav,0.9,1,true
3694,,data/se/usami/3614.wav,0.9,1,true
3695,,data/se/common/h003.wav,0.9,1,true
3696,,data/se/usami/3630.wav,0.8,1,true
3697,,data/se/usami/3627.wav,0.9,1,true
3698,,data/se/usami/3643.wav,1,1,true
3699,,data/se/usami/3699.wav,0.9,1,true
3700,,data/se/usami/3700.wav,0.9,1,true
3701,,data/se/common/s007.wav,0.8,1,true
3702,,data/se/common/835.wav,0.9,1,true
3703,,data/se/usami/3703.wav,0.7,1,true
3704,,data/se/usami/3704.wav,0.9,1,true
3705,,data/se/usami/3705.wav,0.9,1,true
3706,,data/se/usami/3706.wav,0.9,1,true
3707,,data/se/usami/3707.wav,0.9,1,true
3708,,data/se/usami/3708.wav,0.9,1,true
3709,,data/se/usami/3709.wav,0.9,1,true
3710,,data/se/usami/3710.wav,0.9,1,true
3711,,data/se/usami/3711.wav,0.9,1,true
