entry,name,size,params,callees
00401010,FUN_00401010,18,0,"__Mtx_destroy_in_situ"
00401030,FUN_00401030,94,0,"FID_conflict:_free FUN_0042d5a0"
00401090,FUN_00401090,3127,1,"DeleteFileA FID_conflict:_free FID_conflict:_free FUN_00402100 FUN_0042d6d0 FUN_00435861 FUN_00436375 GetModuleFileNameA MoveFileA _Throw_C_error __Mtx_lock __Mtx_unlock _fclose _fflush _fopen_s _fputc _fseek _fwrite _memset _strlen"
00401cd0,Unwind@00401cd0,104,0,"FID_conflict:_free FUN_00435861"
00402100,FUN_00402100,274,3,"FUN_00405140 FUN_00405220 FUN_0042d640 FUN_0042d950 FUN_0042da10 _strlen"
00402240,FUN_00402240,58,1,"FUN_00401090 FUN_00413230 _strcpy_s _strlen"
00402280,FUN_00402280,337,1,"FUN_004102a0 GetModuleHandleA _strcpy_s"
004023e0,FUN_004023e0,1005,1,"FID_conflict:_atoi FID_conflict:_free FUN_00413230 _memset _strcmp _strcpy_s _strlen"
004027f0,Unwind@004027f0,20,0,"FID_conflict:_free"
00402810,FUN_00402810,7,1,""
00402820,FUN_00402820,115,3,""
004028a0,FUN_004028a0,38,1,""
004028d0,FUN_004028d0,3780,0,"AdjustTokenPrivileges AdjustWindowRect CloseHandle FID_conflict:_free FUN_004023e0 FUN_00403c30 FUN_00403c90 FUN_00405080 FUN_00405310 FUN_00405430 FUN_00409e20 FUN_0040d680 FUN_0040f8a0 FUN_00411200 FUN_00413160 FUN_004136b0 FUN_00413a70 FUN_00413f10 FUN_004147c0 FUN_00414e50 FUN_00416980 FUN_00416bd0 FUN_00417a40 FUN_00417b80 FUN_00419de0 FUN_004251b0 FUN_004261e0 FUN_00427560 FUN_00427ad0 FUN_0042d150 FUN_0042d6d0 FUN_0042d7d0 FUN_00435861 FUN_004374d4 FUN_004374f5 GetClientRect GetCurrentProcessId GetDriveTypeA GetModuleFileNameA GetModuleHandleA GetSystemInfo LookupPrivilegeValueA MessageBoxA OpenProcess OpenProcessToken SendMessageA SetCurrentDirectoryA SetProcessWorkingSetSize SetWindowPos SetWindowTextA ShowWindow _memset timeBeginPeriod timeGetTime"
004037a0,Unwind@004037a0,45,0,""
004037d0,Unwind@004037d0,171,0,"FID_conflict:_free FUN_00435861"
00403920,Unwind@00403920,29,0,"FID_conflict:_free"
00403940,Unwind@00403940,29,0,"FID_conflict:_free"
00403960,Unwind@00403960,29,0,"FID_conflict:_free"
00403980,Unwind@00403980,29,0,"FID_conflict:_free"
004039a0,Unwind@004039a0,29,0,"FID_conflict:_free"
004039c0,Unwind@004039c0,29,0,"FID_conflict:_free"
004039e0,Unwind@004039e0,29,0,"FID_conflict:_free"
00403a00,Unwind@00403a00,29,0,"FID_conflict:_free"
00403a20,Unwind@00403a20,29,0,"FID_conflict:_free"
00403a40,Unwind@00403a40,29,0,"FID_conflict:_free"
00403a60,Unwind@00403a60,29,0,"FID_conflict:_free"
00403a80,Unwind@00403a80,29,0,"FID_conflict:_free"
00403aa0,Unwind@00403aa0,29,0,"FID_conflict:_free"
00403ac0,Unwind@00403ac0,29,0,"FID_conflict:_free"
00403ae0,Unwind@00403ae0,29,0,"FID_conflict:_free"
00403b00,Unwind@00403b00,29,0,"FID_conflict:_free"
00403b20,Unwind@00403b20,98,0,"FID_conflict:_free FUN_00435861"
00403c30,FUN_00403c30,93,2,"FUN_00404c40 ___stdio_common_vsprintf __security_check_cookie"
00403c90,FUN_00403c90,291,2,"FUN_00404c50 FUN_00404d80"
00403dc0,Unwind@00403dc0,45,0,""
00403df0,Catch_All@00403df0,73,0,"FID_conflict:_free __CxxThrowException@8"
00403e70,Unwind@00403e70,51,0,""
00403eb0,FUN_00403eb0,21,1,"DestroyWindow"
00403ed0,FUN_00403ed0,17,0,"PostQuitMessage"
00403ef0,FUN_00403ef0,165,1,"BeginPaint CreateBrushIndirect DeleteObject EndPaint FillRect __security_check_cookie"
00403fa0,FUN_00403fa0,351,2,"AdjustWindowRect DestroyWindow FUN_0040f910 GetSystemMetrics GetWindowRect SetWindowLongA SetWindowPos ShowCursor __security_check_cookie"
00404100,FUN_00404100,112,2,"ShowWindow"
00404170,FUN_00404170,327,1,"FUN_004114e0 FUN_0042df47 FUN_0042df86 PeekMessageA Sleep timeGetTime"
004042c0,FUN_004042c0,350,1,"FID_conflict:_free FUN_0042d5a0 timeEndPeriod"
00404420,FUN_00404420,7,1,""
00404430,FUN_00404430,7,1,""
00404440,FUN_00404440,7,1,""
00404450,FUN_00404450,7,1,""
00404460,FUN_00404460,548,3,"FID_conflict:_free FUN_0040d220 FUN_00413160 FUN_0042d6d0 FUN_0042d7d0 FUN_0042f81d FUN_00435861 _strlen"
00404690,Catch_All@00404690,37,0,"FID_conflict:_free __CxxThrowException@8"
00404730,FUN_00404730,318,2,"AdjustWindowRect FUN_0040f910 GetSystemMetrics GetWindowRect SetWindowLongA SetWindowPos ShowCursor __security_check_cookie"
00404870,FUN_00404870,41,2,""
004048a0,FUN_004048a0,6,0,""
004048b0,FUN_004048b0,214,1,"PostMessageA"
00404990,FUN_00404990,261,1,"GetClientRect"
00404ac0,FUN_00404ac0,33,2,"FID_conflict:_free FUN_0040d340"
00404c40,FUN_00404c40,6,0,""
00404c50,FUN_00404c50,207,2,"FUN_00413160"
00404d20,Unwind@00404d20,48,0,""
00404d50,Catch_All@00404d50,37,0,"FID_conflict:_free __CxxThrowException@8"
00404d80,FUN_00404d80,532,6,"FUN_00404fb0 FUN_0042f81d"
00404fb0,FUN_00404fb0,46,1,"FID_conflict:_free"
00404ff0,FUN_00404ff0,45,0,""
00405040,FUN_00405040,45,0,""
00405080,FUN_00405080,181,3,"FUN_0042d950 FUN_0042da10 _memset"
00405140,FUN_00405140,211,4,"FUN_0042d950 FUN_0042da00 FUN_0042da10 FUN_00432530"
00405220,FUN_00405220,226,3,"FUN_00405140 FUN_0042d950 FUN_0042da10 FUN_00432530"
00405310,FUN_00405310,217,4,"FUN_004061a0 FUN_004063a0 FUN_0042b470"
004053f0,Unwind@004053f0,58,0,"FUN_0042b470"
00405430,FUN_00405430,134,0,"FUN_00405500 FUN_00405660 _Init"
004054c0,Unwind@004054c0,37,0,""
004054f0,Unwind@004054f0,10,0,"thunk_FUN_00439997"
00405500,FUN_00405500,318,1,"FUN_00405830 FUN_0042faae FUN_0042fd5b _Facet_Register _Lockit __CxxThrowException@8"
00405640,Unwind@00405640,20,0,"FUN_0042fd5b"
00405660,FUN_00405660,392,1,"FUN_00405a80 FUN_00405c30 FUN_00405e60 FUN_00413160 FUN_0042faae FUN_0042fd5b _Facet_Register _Lockit __Getctype"
004057f0,Unwind@004057f0,18,0,"FUN_0042fd5b"
00405810,Unwind@00405810,18,0,"FID_conflict:_free"
00405830,FUN_00405830,331,2,"FID_conflict:_free FUN_00405a80 FUN_00405c30 FUN_00413160 FUN_0042d6d0 FUN_00435861 __Getcoll _strlen"
00405980,Unwind@00405980,89,0,"FID_conflict:_free FUN_00435861"
00405a00,FUN_00405a00,58,2,"___std_exception_copy"
00405a40,FUN_00405a40,52,2,"___std_exception_copy"
00405a80,FUN_00405a80,251,2,"_Locinfo_ctor _Lockit __CxxThrowException@8 ___std_exception_copy"
00405b80,Unwind@00405b80,172,0,"FID_conflict:_free FUN_0042fd5b"
00405c30,FUN_00405c30,229,1,"FID_conflict:_free FUN_0042fd5b _Locinfo_dtor"
00405d20,Unwind@00405d20,68,0,"FUN_00405dd0 FUN_0042fd5b thunk_FUN_00439997"
00405d70,FUN_00405d70,58,2,"___std_exception_copy"
00405db0,FUN_00405db0,23,1,"___std_exception_destroy"
00405dd0,FUN_00405dd0,30,1,"FID_conflict:_free"
00405df0,FUN_00405df0,14,1,""
00405e00,FUN_00405e00,46,2,"FID_conflict:_free ___std_exception_destroy"
00405e30,FUN_00405e30,45,2,"FID_conflict:_free FID_conflict:_free"
00405e60,FUN_00405e60,5,1,""
00405e70,FUN_00405e70,10,1,""
00405e80,FUN_00405e80,46,5,"__Strcoll"
00405eb0,FUN_00405eb0,226,4,"FUN_00405080 __Strxfrm"
00405fa0,Unwind@00405fa0,20,0,"FUN_0042d5a0"
00405fc0,FUN_00405fc0,51,2,""
00406000,FUN_00406000,85,2,"FID_conflict:_free FID_conflict:_free FID_conflict:_free"
00406060,FUN_00406060,63,3,"__Tolower"
004060a0,FUN_004060a0,24,2,"__Tolower"
004060c0,FUN_004060c0,63,3,"__Toupper"
00406100,FUN_00406100,24,2,"__Toupper"
00406120,FUN_00406120,34,3,"FUN_00432530"
00406150,FUN_00406150,7,1,""
00406160,FUN_00406160,34,4,"FUN_00432530"
00406190,FUN_00406190,7,1,""
004061a0,FUN_004061a0,362,5,"FUN_00406590 FUN_00413160"
00406310,Unwind@00406310,65,0,"FUN_0042b470"
004063a0,FUN_004063a0,438,1,"FUN_00406990 FUN_00406cd0 FUN_00413160 FUN_0042f85d"
00406590,FUN_00406590,384,1,"_memchr"
00406980,FUN_00406980,13,0,"FUN_0042f81d"
00406990,FUN_00406990,821,1,"FUN_00406590 FUN_00406df0 FUN_00413160"
00406cd0,FUN_00406cd0,196,3,"FUN_00406cd0"
00406dc0,FUN_00406dc0,48,1,""
00406df0,FUN_00406df0,951,1,"FUN_00406590 FUN_00407400 FUN_00407580 FUN_00407730 FUN_004078c0 FUN_004079b0 FUN_00413160 FUN_0042f85d"
004073b0,FUN_004073b0,76,1,"FUN_00406590"
00407400,FUN_00407400,383,1,"FUN_00406590 FUN_004078c0 FUN_00407cd0 FUN_00408010 FUN_00413160 FUN_0042f85d"
00407580,FUN_00407580,422,1,"FUN_00406590 FUN_004084e0 FUN_00413160"
00407730,FUN_00407730,393,1,"FUN_00406590 FUN_00406990 FUN_00409570 FUN_00409640 FUN_00413160 FUN_004245c0 FUN_0042f85d"
004078c0,FUN_004078c0,225,2,"FUN_004089c0 FUN_00413160 FUN_0042f7e3 FUN_004390e6"
004079b0,FUN_004079b0,794,1,"FUN_00406590 FUN_004246e0 FUN_0042f85d"
00407cd0,FUN_00407cd0,727,1,"FUN_00406590 FUN_00408270 FUN_00408360 FUN_00423260 FUN_0042f85d"
00408010,FUN_00408010,607,2,"FUN_00406590 FUN_00413160"
00408270,FUN_00408270,199,2,"FUN_00406590 FUN_0042f85d"
00408360,FUN_00408360,134,1,"FUN_004073b0"
004083f0,FUN_004083f0,33,2,"FID_conflict:_free FUN_00408420"
00408420,FUN_00408420,178,1,"FID_conflict:_free FID_conflict:_free"
004084e0,FUN_004084e0,631,1,"FUN_00406590 FUN_00408770 FUN_004089c0 FUN_00408a50 FUN_00413160 FUN_0042f85d"
00408770,FUN_00408770,592,1,"FUN_00406590 FUN_00408c00 FUN_00408d40"
004089c0,FUN_004089c0,132,2,"FID_conflict:_free FUN_00435861"
00408a50,FUN_00408a50,428,3,"FUN_00413160 FUN_00423780 FUN_0042f7e3 FUN_004390e6"
00408c00,FUN_00408c00,316,2,"FUN_00406590 FUN_00407cd0 FUN_00408010 FUN_0042f85d"
00408d40,FUN_00408d40,826,2,"FUN_00406590 FUN_00409090 FUN_00413160 FUN_00424320 FUN_0042f85d"
00409090,FUN_00409090,468,3,"FID_conflict:_free FUN_004092c0 FUN_00413160 FUN_00435861 _memcmp"
00409270,Unwind@00409270,71,0,"FID_conflict:_free FUN_00435861"
004092c0,FUN_004092c0,390,4,"FID_conflict:_free FUN_004094c0 FUN_00413160 FUN_0042f7e3 FUN_00432ab0 FUN_00435861"
004094c0,FUN_004094c0,165,2,"FID_conflict:_free FUN_00432ab0 FUN_00435861"
00409570,FUN_00409570,204,1,"FUN_00406990 FUN_00413160"
00409640,FUN_00409640,250,1,"FUN_00406990 FUN_00409790 FUN_00413160"
00409740,FUN_00409740,76,2,"FID_conflict:_free"
00409790,FUN_00409790,266,3,"FUN_004098b0 FUN_00409a80"
004098b0,FUN_004098b0,443,6,""
00409a80,FUN_00409a80,317,4,"FUN_00406980 FUN_00409bd0"
00409bd0,FUN_00409bd0,419,3,"FUN_0040b620 FUN_0042c020"
00409d80,FUN_00409d80,45,2,"FID_conflict:_free FID_conflict:_free"
00409db0,FUN_00409db0,108,2,"FID_conflict:_free"
00409e20,FUN_00409e20,712,7,"FUN_0040a140 FUN_0040c7d0 FUN_0040ca30 FUN_0041bea0 FUN_0042d950 FUN_0042da10"
0040a140,FUN_0040a140,334,6,"FUN_0040a2b0 FUN_0040a4d0 FUN_0040a640 FUN_0040a930"
0040a290,Unwind@0040a290,23,0,"FUN_0040a930"
0040a2b0,FUN_0040a2b0,283,8,"FUN_0040aa20"
0040a3d0,Unwind@0040a3d0,254,0,"FUN_0040aba0 FUN_0042b470"
0040a4d0,FUN_0040a4d0,352,3,"FUN_00409790 FUN_0040aa20 FUN_0040abf0 FUN_0041cee0"
0040a640,FUN_0040a640,632,4,"FUN_004089c0 FUN_0040a640"
0040a930,FUN_0040a930,239,1,"FUN_0040aba0 FUN_0042b470"
0040aa20,FUN_0040aa20,197,2,"FUN_0040aaf0 FUN_0040b620 _memset"
0040aaf0,FUN_0040aaf0,161,2,"FUN_0040aba0 FUN_00413160 FUN_0042f7e3 FUN_00432ab0"
0040aba0,FUN_0040aba0,71,2,"FID_conflict:_free FUN_00435861"
0040abf0,FUN_0040abf0,2464,2,"FUN_004089c0 FUN_0040abf0 FUN_0040b620 FUN_0040b630 FUN_0040b7a0 FUN_0040bb00 FUN_0040be70 FUN_0040c640 FUN_00413160 FUN_0042b470 FUN_0042f7e3 FUN_0042f85d FUN_00432ab0 _memchr"
0040b590,Unwind@0040b590,58,0,"FUN_0042b470"
0040b620,FUN_0040b620,13,0,"FUN_0042f81d"
0040b630,FUN_0040b630,353,2,"FUN_004089c0"
0040b7a0,FUN_0040b7a0,637,2,"FUN_0040aba0 FUN_0040abf0 FUN_0040be70 FUN_0040c000 FUN_0040c640 FUN_0042b470"
0040ba20,Unwind@0040ba20,104,0,"FUN_0040aba0 FUN_0042b470"
0040ba90,Unwind@0040ba90,104,0,"FUN_0040aba0 FUN_0042b470"
0040bb00,FUN_0040bb00,759,4,"FUN_0040aba0 FUN_0040abf0 FUN_0040be70 FUN_0040c000 FUN_0040c220 FUN_0040c640 FUN_0042b470"
0040be00,Unwind@0040be00,104,0,"FUN_0040aba0 FUN_0042b470"
0040be70,FUN_0040be70,391,2,"FUN_0040b620 FUN_00413160 FUN_0042b470 FUN_0042f7e3 FUN_00432ab0"
0040c000,FUN_0040c000,476,2,"FUN_0040b620 FUN_00413160 FUN_0042f7e3 FUN_00432ab0"
0040c220,FUN_0040c220,822,3,"FUN_0040aba0 FUN_0040abf0 FUN_0040be70 FUN_0040c000 FUN_0040c640 FUN_0042b470"
0040c560,Unwind@0040c560,104,0,"FUN_0040aba0 FUN_0042b470"
0040c5d0,Unwind@0040c5d0,104,0,"FUN_0040aba0 FUN_0042b470"
0040c640,FUN_0040c640,391,2,"FUN_0040aba0 FUN_0040b620 FUN_00413160 FUN_0042f7e3 FUN_00432ab0"
0040c7d0,FUN_0040c7d0,592,5,"FUN_0042d950 FUN_0042da10"
0040ca30,FUN_0040ca30,1711,5,"FUN_0042d950 FUN_0042da10"
0040d100,FUN_0040d100,37,2,""
0040d130,FUN_0040d130,27,3,""
0040d150,FUN_0040d150,6,0,""
0040d160,FUN_0040d160,23,2,"FID_conflict:_free"
0040d180,FUN_0040d180,13,1,""
0040d190,FUN_0040d190,5,0,""
0040d1a0,FUN_0040d1a0,6,0,""
0040d1b0,FUN_0040d1b0,4,1,""
0040d1c0,FUN_0040d1c0,13,1,""
0040d1d0,FUN_0040d1d0,63,1,"ShowCursor"
0040d210,FUN_0040d210,6,0,""
0040d220,FUN_0040d220,280,5,"FUN_0040d220"
0040d340,FUN_0040d340,212,1,"FUN_004042c0 FUN_00412a20"
0040d420,Unwind@0040d420,24,0,"FUN_00412a20 thunk_FUN_00439997"
0040d440,FUN_0040d440,126,0,"FUN_00413160 __Mtx_init_in_situ _atexit"
0040d680,FUN_0040d680,72,1,"FUN_00413160"
0040d6d0,FUN_0040d6d0,71,3,""
0040d720,FUN_0040d720,40,2,"FUN_004390f1"
0040d750,FUN_0040d750,72,3,"FUN_004390e6"
0040d7a0,FUN_0040d7a0,32,2,"FID_conflict:_free"
0040d7c0,FUN_0040d7c0,138,2,"FID_conflict:_free FUN_0040d870"
0040d850,Unwind@0040d850,20,0,"FUN_00411610 thunk_FUN_00439997"
0040d870,FUN_0040d870,259,4,"FUN_0040d990 FUN_0040de10"
0040d980,Unwind@0040d980,12,0,"thunk_FUN_00439997"
0040d990,FUN_0040d990,1109,3,"FID_conflict:_free FUN_0040de60"
0040de10,FUN_0040de10,79,1,"FID_conflict:_free FUN_0040de10 FUN_0040de60"
0040de60,FUN_0040de60,87,1,"FID_conflict:_free FUN_00435861"
