key,name,path,volume,category,cue
type,string,string,float,integer,bool
,,,,,
1400,,data/se/common/h018.wav,0.7,1,true
1401,,data/se/common/h019.wav,0.7,1,true
1402,,data/se/common/h030.wav,0.8,1,true
1403,,data/se/common/h037.wav,0.8,1,true
1404,,data/se/common/h037.wav,0.8,1,true
1405,,data/se/common/h038.wav,0.8,1,true
1406,,data/se/common/h038.wav,0.8,1,true
1407,,data/se/common/h030.wav,0.8,1,true
1408,,data/se/common/h037.wav,0.8,1,true
1409,,data/se/common/h030.wav,0.8,1,true
,,,,,
1500,,data/se/ichirin/1500.wav,0.7,1,true
1501,,data/se/ichirin/1501.wav,0.7,1,true
1502,,data/se/ichirin/1502.wav,0.8,1,true
1503,,data/se/ichirin/1503.wav,0.8,1,true
1504,,data/se/ichirin/1503.wav,0.8,1,true
1505,,data/se/ichirin/1505.wav,0.8,1,true
1506,,data/se/ichirin/1505.wav,0.8,1,true
1507,,data/se/ichirin/1507.wav,0.8,1,true
1508,,data/se/ichirin/1502.wav,0.8,1,true
1509,,data/se/ichirin/1505.wav,0.8,1,true
1517,,data/se/ichirin/1503.wav,0.8,1,true
,,,,,
1412,,data/se/common/h017.wav,0.8,1,true
1413,,data/se/common/h003.wav,0.9,1,true
1414,,data/se/common/h003.wav,0.9,1,true
1415,,data/se/common/h003.wav,0.9,1,true
1416,,data/se/common/h003.wav,0.9,1,true
1417,,data/se/common/h018.wav,0.7,1,true
1418,,data/se/common/h017.wav,0.8,1,true
1419,,data/se/common/h019.wav,0.7,1,true
,,,,,
1510,,data/se/ichirin/1502.wav,0.8,1,true
1511,,data/se/ichirin/1503.wav,0.8,1,true
1512,,data/se/ichirin/1502.wav,0.8,1,true
1513,,data/se/ichirin/1502.wav,0.8,1,true
1514,,data/se/ichirin/1503.wav,0.8,1,true
1515,,data/se/ichirin/1500.wav,0.7,1,true
1516,,data/se/ichirin/1503.wav,0.8,1,true
1518,,data/se/ichirin/1501.wav,0.7,1,true
,,,,,
1440,,data/se/common/s013.wav,0.8,1,true
1441,,data/se/common/s013.wav,0.8,1,true
1442,,data/se/common/s011_2.wav,0.9,1,true
1443,,data/se/common/h038.wav,0.8,1,true
,,,,,
1540,,data/se/ichirin/1540.wav,0.9,1,true
1541,,data/se/ichirin/1541.wav,0.9,1,true
1542,,data/se/ichirin/1542.wav,0.9,1,true
1543,,,0.9,1,true
1544,,data/se/ichirin/1544.wav,1,1,true
,,,,,
1450,,data/se/common/h038.wav,0.8,1,true
1451,,data/se/ichirin/1451.wav,0.9,1,true
1452,,data/se/common/s005_4.wav,1,1,true
1453,,data/se/common/h030.wav,0.8,1,true
1454,,data/se/common/s011_2.wav,0.9,1,true
1455,,data/se/common/h030.wav,0.8,1,true
1456,,data/se/common/h038.wav,0.8,1,true
,,,,,
1550,,data/se/ichirin/1550.wav,1,1,true
1551,,data/se/ichirin/1503.wav,1,1,true
1552,,data/se/ichirin/1503.wav,1,1,true
1553,,data/se/ichirin/1553.wav,0.65,1,true
1554,,data/se/ichirin/1554.wav,0.9,1,true
1555,,data/se/ichirin/1555.wav,1,1,true
1556,,data/se/ichirin/1556.wav,0.9,1,true
1557,,data/se/ichirin/1557.wav,0.9,1,true
1558,,data/se/ichirin/1558.wav,0.9,1,true
1559,,data/se/ichirin/1559.wav,0.7,1,true
1560,,data/se/ichirin/1560.wav,0.9,1,true
,,,,,
,,,,,
1471,,data/se/ichirin/1471.wav,0.8,1,true
1472,,data/se/common/h038.wav,0.8,1,true
1473,,data/se/common/h004.wav,0.9,1,true
1474,,data/se/common/h030.wav,1,1,true
1475,,data/se/ichirin/1475.wav,0.6,1,true
1476,,data/se/ichirin/1476.wav,1,1,true
1477,,data/se/ichirin/1477.wav,0.8,1,true
1478,,data/se/ichirin/1478.wav,1,1,true
1479,,data/se/ichirin/1479.wav,1,1,true
1480,,data/se/ichirin/1480.wav,1,1,true
1481,,data/se/ichirin/1481.wav,1,1,true
1482,,data/se/common/h030.wav,1,1,true
1483,,data/se/common/h003.wav,0.9,1,true
,,,,,
1484,,data/se/common/h038.wav,0.8,1,true
1485,,data/se/ichirin/1503.wav,1,1,true
1486,,data/se/ichirin/1505.wav,0.8,1,true
1487,,data/se/common/h030.wav,0.8,1,true
1488,,data/se/ichirin/1553.wav,0.65,1,true
1489,,data/se/ichirin/1489.wav,1,1,true
,,,,,
1572,,data/se/ichirin/1550.wav,1,1,true
1573,,data/se/ichirin/1573.wav,1,1,true
1574,,data/se/ichirin/1574.wav,1,1,true
1575,,data/se/ichirin/1553.wav,0.65,1,true
1576,,data/se/ichirin/1576.wav,0.9,1,true
,,,,,
1490,,data/se/common/s011_2.wav,0.9,1,true
1491,,data/se/common/s011_2.wav,0.9,1,true
1492,,data/se/common/h037.wav,0.8,1,true
1493,,data/se/common/h038.wav,0.8,1,true
1494,,data/se/common/h038.wav,0.8,1,true
,,,,,
1590,,data/se/ichirin/1590.wav,0.9,1,true
1591,,data/se/ichirin/1591.wav,1,1,true
1592,,data/se/ichirin/1592.wav,0.9,1,true
1593,,data/se/ichirin/1593.wav,0.8,1,true
1594,,data/se/ichirin/1592.wav,0.8,1,true
1595,,data/se/ichirin/1593.wav,0.8,1,true
1596,,data/se/ichirin/1503.wav,0.8,1,true
1597,,data/se/ichirin/1505.wav,0.9,1,true
1598,,data/se/ichirin/1503.wav,0.9,1,true
1599,,data/se/ichirin/1599.wav,0.9,1,true
,,,,,
,,,,,
1519,,data/se/common/s004_3.wav,0.9,1,true
1520,,data/se/ichirin/1520.wav,0.9,1,true
1521,,data/se/common/h038.wav,0.8,1,true
1522,,data/se/ichirin/1522.wav,0.9,1,true
1523,,data/se/ichirin/1523.wav,0.9,1,true
1524,,data/se/ichirin/1524.wav,0.9,1,true
1525,,data/se/common/s004_3.wav,0.9,1,true
1526,,data/se/ichirin/1526.wav,0.9,1,true
1527,,data/se/common/s064.wav,0.8,1,true
1528,,data/se/ichirin/1528.wav,0.9,1,true
1529,,data/se/ichirin/1529.wav,0.9,1,true
