reimu,reimu,,hijiri,10,10,50,0,0,30,0,0,0,0
marisa,marisa,,hijiri,10,10,50,0,0,30,0,0,0,0
ichirin,ichirin,,hijiri,15,0,50,0,0,35,0,0,0,0
hijiri,hijiri,,hijiri,10,10,50,0,0,30,0,0,0,0
futo,futo,,hijiri,10,10,50,0,0,30,0,0,0,0
miko,miko,,hijiri,10,10,50,0,0,20,10,0,0,0
nitori,nitori,,hijiri,10,10,50,0,0,30,0,0,0,0
koishi,koishi,,hijiri,10,10,50,0,0,30,0,0,0,0
mamizou,mamizou,,hijiri,10,10,50,0,0,30,0,0,0,0
kokoro,kokoro,,hijiri,10,10,50,0,0,30,0,0,0,0
kasen,kasen,,hijiri,10,10,50,0,0,30,0,0,0,0
mokou,mokou,,hijiri,10,10,50,0,0,30,0,0,0,0
sinmyoumaru,sinmyoumaru,,hijiri,10,10,50,0,0,30,0,0,0,0
usami,usami,,hijiri,10,10,50,0,0,30,0,0,0,0
udonge,udonge,,hijiri,10,10,50,0,0,30,0,0,0,0
doremy,doremy,,hijiri,10,10,50,0,0,30,0,0,0,0
tenshi,tenshi,,hijiri,10,10,50,0,0,30,0,0,0,0
yukari,yukari,,hijiri,10,10,50,0,0,30,0,0,0,0
jyoon,jyoon,,hijiri,10,10,50,0,0,15,15,0,0,0
reimu,reimu,,,20,20,0,0,0,60,0,0,0,0
marisa,marisa,,,20,20,0,0,0,60,0,0,0,0
ichirin,ichirin,,,30,0,0,0,0,70,0,0,0,0
hijiri,hijiri,,,20,20,0,0,0,60,0,0,0,0
futo,futo,,,20,20,0,0,0,60,0,0,0,0
miko,miko,,,20,20,0,0,0,45,15,0,0,0
nitori,nitori,,,20,20,0,0,0,60,0,0,0,0
koishi,koishi,,,20,20,0,0,0,60,0,0,0,0
mamizou,mamizou,,,20,20,0,0,0,60,0,0,0,0
kokoro,kokoro,,,20,20,0,0,0,60,0,0,0,0
kasen,kasen,,,20,20,0,0,0,60,0,0,0,0
mokou,mokou,,,20,20,0,0,0,60,0,0,0,0
sinmyoumaru,sinmyoumaru,,,20,20,0,0,0,60,0,0,0,0
usami,usami,,,20,20,0,0,0,60,0,0,0,0
udonge,udonge,,,20,20,0,0,0,60,0,0,0,0
doremy,doremy,,,20,20,0,0,0,60,0,0,0,0
tenshi,tenshi,,,20,20,0,0,0,60,0,0,0,0
yukari,yukari,,,20,20,0,0,0,60,0,0,0,0
jyoon,jyoon,,,20,20,0,0,0,30,30,0,0,0
