reimu,reimu,,marisa,15,50,0,0,0,35,0,0,0,0
marisa,marisa,,marisa,15,50,0,0,0,35,0,0,0,0
ichirin,ichirin,,marisa,15,50,0,0,0,35,0,0,0,0
hijiri,hijiri,,marisa,15,50,0,0,0,35,0,0,0,0
futo,futo,,marisa,15,50,0,0,0,35,0,0,0,0
miko,miko,,marisa,15,50,0,0,0,35,0,0,0,0
nitori,nitori,,marisa,15,50,0,0,0,35,0,0,0,0
koishi,koishi,,marisa,15,50,0,0,0,35,0,0,0,0
mamizou,mamizou,,marisa,15,50,0,0,0,35,0,0,0,0
kokoro,kokoro,,marisa,15,50,0,0,0,35,0,0,0,0
kasen,kasen,,marisa,15,50,0,0,0,35,0,0,0,0
mokou,mokou,,marisa,15,50,0,0,0,35,0,0,0,0
sinmyoumaru,sinmyoumaru,,marisa,15,50,0,0,0,35,0,0,0,0
usami,usami,,marisa,15,50,0,0,0,35,0,0,0,0
udonge,udonge,,marisa,15,50,0,0,0,35,0,0,0,0
doremy,doremy,,marisa,15,50,0,0,0,35,0,0,0,0
tenshi,tenshi,,marisa,10,50,0,0,0,30,10,0,0,0
yukari,yukari,,marisa,15,50,0,0,0,35,0,0,0,0
jyoon,jyoon,,marisa,10,50,0,0,0,20,20,0,0,0
reimu,reimu,,,30,0,0,0,0,70,0,0,0,0
marisa,marisa,,,30,0,0,0,0,70,0,0,0,0
ichirin,ichirin,,,30,0,0,0,0,70,0,0,0,0
hijiri,hijiri,,,30,0,0,0,0,70,0,0,0,0
futo,futo,,,30,0,0,0,0,70,0,0,0,0
miko,miko,,,30,0,0,0,0,70,0,0,0,0
nitori,nitori,,,30,0,0,0,0,70,0,0,0,0
koishi,koishi,,,30,0,0,0,0,70,0,0,0,0
mamizou,mamizou,,,30,0,0,0,0,70,0,0,0,0
kokoro,kokoro,,,30,0,0,0,0,70,0,0,0,0
kasen,kasen,,,30,0,0,0,0,70,0,0,0,0
mokou,mokou,,,30,0,0,0,0,70,0,0,0,0
sinmyoumaru,sinmyoumaru,,,30,0,0,0,0,70,0,0,0,0
usami,usami,,,30,0,0,0,0,70,0,0,0,0
udonge,udonge,,,30,0,0,0,0,70,0,0,0,0
doremy,doremy,,,30,0,0,0,0,70,0,0,0,0
tenshi,tenshi,,,30,0,0,0,0,50,20,0,0,0
yukari,yukari,,,30,0,0,0,0,70,0,0,0,0
jyoon,jyoon,,,30,0,0,0,0,35,35,0,0,0
