reimu,reimu,,kasen,15,50,0,0,0,35,0,0,0,0
marisa,marisa,,kasen,15,50,0,0,0,35,0,0,0,0
ichirin,ichirin,,kasen,15,50,0,0,0,35,0,0,0,0
hijiri,hijiri,,kasen,15,50,0,0,0,35,0,0,0,0
futo,futo,,kasen,15,50,0,0,0,35,0,0,0,0
miko,miko,,kasen,10,50,0,0,0,30,10,0,0,0
nitori,nitori,,kasen,15,50,0,0,0,35,0,0,0,0
koishi,koishi,,kasen,15,50,0,0,0,35,0,0,0,0
mamizou,mamizou,,kasen,15,50,0,0,0,35,0,0,0,0
kokoro,kokoro,,kasen,15,50,0,0,0,35,0,0,0,0
kasen,kasen,,kasen,15,50,0,0,0,35,0,0,0,0
mokou,mokou,,kasen,15,50,0,0,0,35,0,0,0,0
sinmyoumaru,sinmyoumaru,,kasen,15,50,0,0,0,35,0,0,0,0
usami,usami,,kasen,15,50,0,0,0,35,0,0,0,0
udonge,udonge,,kasen,10,50,0,0,0,30,10,0,0,0
doremy,doremy,,kasen,15,50,0,0,0,35,0,0,0,0
tenshi,tenshi,,kasen,15,50,0,0,0,35,0,0,0,0
yukari,yukari,,kasen,15,50,0,0,0,35,0,0,0,0
jyoon,jyoon,,kasen,15,50,0,0,0,35,0,0,0,0
reimu,reimu,,,30,0,0,0,0,70,0,0,0,0
marisa,marisa,,,30,0,0,0,0,70,0,0,0,0
ichirin,ichirin,,,30,0,0,0,0,70,0,0,0,0
hijiri,hijiri,,,30,0,0,0,0,70,0,0,0,0
futo,futo,,,30,0,0,0,0,70,0,0,0,0
miko,miko,,,30,0,0,0,0,50,20,0,0,0
nitori,nitori,,,30,0,0,0,0,70,0,0,0,0
koishi,koishi,,,30,0,0,0,0,70,0,0,0,0
mamizou,mamizou,,,30,0,0,0,0,70,0,0,0,0
kokoro,kokoro,,,30,0,0,0,0,70,0,0,0,0
kasen,kasen,,,30,0,0,0,0,70,0,0,0,0
mokou,mokou,,,30,0,0,0,0,70,0,0,0,0
sinmyoumaru,sinmyoumaru,,,30,0,0,0,0,70,0,0,0,0
usami,usami,,,30,0,0,0,0,70,0,0,0,0
udonge,udonge,,,30,0,0,0,0,55,15,0,0,0
doremy,doremy,,,30,0,0,0,0,70,0,0,0,0
tenshi,tenshi,,,30,0,0,0,0,70,0,0,0,0
yukari,yukari,,,30,0,0,0,0,70,0,0,0,0
jyoon,jyoon,,,30,0,0,0,0,70,0,0,0,0
