entry,name,size,params,callees
00401280,FUN_00401280,123,1,""
00401300,FUN_00401300,172,2,"EnterCriticalSection LeaveCriticalSection"
004013b0,FUN_004013b0,172,2,"EnterCriticalSection LeaveCriticalSection"
00401460,FUN_00401460,272,1,"EnterCriticalSection FUN_004017a0 LeaveCriticalSection"
004015a0,FUN_004015a0,235,0,"EnterCriticalSection FUN_004017a0 LeaveCriticalSection"
004016b0,FUN_004016b0,113,2,"EnterCriticalSection FUN_004017a0 LeaveCriticalSection"
00401730,FUN_00401730,106,1,"operator_new"
004017a0,FUN_004017a0,169,2,"FUN_004749df"
00401850,FUN_00401850,133,0,"FUN_004029d0 __security_check_cookie joyGetDevCapsA joyGetPosEx"
004018e0,FUN_004018e0,839,1,"__security_check_cookie _memset joyGetPosEx"
00401c30,FUN_00401c30,279,0,"__security_check_cookie _memset joyGetPosEx"
00401d50,FUN_00401d50,990,0,"FUN_004018e0 FUN_00405580 GetKeyboardState __security_check_cookie"
00402130,FUN_00402130,103,1,"GetKeyboardState _memset"
004021a0,FUN_004021a0,125,0,"GetKeyboardState SetKeyboardState __security_check_cookie"
00402220,FUN_00402220,264,6,"FID_conflict:_free FUN_00477fa7 FUN_00487130"
00402330,FUN_00402330,262,6,"FID_conflict:_free FUN_00477fa7 FUN_00487130"
00402440,FUN_00402440,444,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00405600 FUN_00405640 FUN_00457120 FUN_00476b20 FUN_00477fa7 GetFileSize LeaveCriticalSection ReadFile __stricmp"
00402600,FUN_00402600,128,1,"CloseHandle CreateFileA EnterCriticalSection LeaveCriticalSection"
00402680,FUN_00402680,310,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00405600 FormatMessageA GetLastError LeaveCriticalSection LocalFree WriteFile"
004027c0,FUN_004027c0,182,1,"CreateFileA EnterCriticalSection FUN_00405600 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
00402880,FUN_00402880,182,1,"CreateFileA EnterCriticalSection FUN_00405600 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
00402940,FUN_00402940,87,1,"CloseHandle FUN_00477fa7 ReadFile"
004029a0,FUN_004029a0,46,0,"CloseHandle LeaveCriticalSection"
004029d0,FUN_004029d0,193,3,"EnterCriticalSection FUN_00405540 LeaveCriticalSection __alloca_probe __security_check_cookie"
00402aa0,FUN_00402aa0,196,3,"EnterCriticalSection FUN_00405540 LeaveCriticalSection __security_check_cookie"
00402b70,FUN_00402b70,103,1,"EnterCriticalSection LeaveCriticalSection"
00402be0,FUN_00402be0,139,1,"EnterCriticalSection LeaveCriticalSection"
00402c70,FUN_00402c70,56,1,"FUN_00402be0"
00402cb0,FUN_00402cb0,64,1,"FUN_00402be0"
00402cf0,FUN_00402cf0,64,1,"FUN_00402be0"
00402d30,FUN_00402d30,82,0,""
00402d90,FUN_00402d90,71,0,""
00402de0,FUN_00402de0,61,1,""
00402e20,FUN_00402e20,66,1,""
00402e70,FUN_00402e70,121,2,""
00402ef0,FUN_00402ef0,41,2,"FUN_00402f30 FUN_004749df"
00402f20,FUN_00402f20,11,1,"FUN_00402f30"
00402f30,FUN_00402f30,126,1,"CloseHandle Sleep WaitForSingleObject"
00402fb0,FUN_00402fb0,61,3,"FUN_00402f30 __beginthreadex"
00402ff0,FUN_00402ff0,255,1,"FUN_00405420 FUN_004054d0"
00403110,FUN_00403110,679,1,"FUN_00402d90 FUN_00405260 FUN_004052a0 FUN_00405390 FUN_00405480 FUN_004054d0 FUN_004054f0 FUN_00405510"
004033d0,FUN_004033d0,29,1,"FUN_00403110"
004033f0,FUN_004033f0,1566,1,"FUN_004884c0"
00403a90,FUN_00403a90,661,2,"FUN_00488300 FUN_004884c0 __security_check_cookie"
00403d30,FUN_00403d30,400,5,"FUN_004054f0 FUN_00405510"
00403ec0,FUN_00403ec0,860,8,""
00404220,FUN_00404220,982,6,"FUN_004054d0"
00404600,FUN_00404600,947,8,"FUN_00403ec0 FUN_00488300 FUN_004884c0 __security_check_cookie"
004049c0,FUN_004049c0,2168,7,"FUN_00403a90 FUN_00488300 FUN_004884c0 __libm_sse2_sqrt_precise __security_check_cookie"
00405240,FUN_00405240,25,0,""
00405260,FUN_00405260,55,0,"FUN_00488a00"
004052a0,FUN_004052a0,57,1,"FUN_00487aaa"
004052e0,FUN_004052e0,92,2,""
00405340,FUN_00405340,77,1,""
00405390,FUN_00405390,142,3,""
00405420,FUN_00405420,88,1,""
00405480,FUN_00405480,77,1,""
004054d0,FUN_004054d0,32,3,""
004054f0,FUN_004054f0,23,1,"FUN_00488300"
00405510,FUN_00405510,23,1,"FUN_004884c0"
00405530,FUN_00405530,6,0,""
00405540,FUN_00405540,51,3,"FUN_00405530 ___stdio_common_vsprintf"
00405580,FUN_00405580,123,1,""
00405600,FUN_00405600,1,0,""
00405610,FUN_00405610,41,1,""
00405640,FUN_00405640,44,1,"LeaveCriticalSection"
00405670,FUN_00405670,142,1,"FUN_00477fa7 _memset"
00405700,FUN_00405700,1973,1,"D3DXVec3Normalize FUN_00402c70 FUN_00402cb0 FUN_00406240 FUN_00406340 FUN_00406380 FUN_00406470 FUN_0046efa0 __security_check_cookie"
00405fa0,FUN_00405fa0,146,3,"FUN_0046efa0 FUN_0046f810 FUN_0046f8f0"
00406040,FUN_00406040,328,4,"FUN_0046fac0 FUN_0046fc30"
00406190,FUN_00406190,107,1,""
00406200,FUN_00406200,63,1,""
00406240,FUN_00406240,211,6,""
00406320,FUN_00406320,27,1,"FUN_00402cb0"
00406340,FUN_00406340,49,1,""
00406380,FUN_00406380,236,5,"EnterCriticalSection FUN_00407b20 FUN_0045f980 FUN_0046e7d0 FUN_0046f600 LeaveCriticalSection"
00406470,FUN_00406470,32,3,""
00406490,FUN_00406490,68,2,""
004064e0,FUN_004064e0,35,2,"FUN_00477fa7"
00406510,FUN_00406510,370,2,"FUN_00402cb0 FUN_00406ce0 FUN_00477fa7 _memset"
00406690,FUN_00406690,455,1,"FUN_00402c70 FUN_00402cb0 FUN_00406cc0"
00406860,FUN_00406860,173,1,"FUN_00406a70 FUN_00464f10 FUN_00469890"
00406930,FUN_00406930,309,2,"FUN_00402cb0 FUN_00477fa7 _memset"
00406a70,FUN_00406a70,461,2,"FUN_004054f0 FUN_00405510 FUN_00406c40 __security_check_cookie"
00406c40,FUN_00406c40,123,2,"FUN_00406a70"
00406cc0,FUN_00406cc0,32,3,""
00406ce0,FUN_00406ce0,154,5,""
00406d80,FUN_00406d80,133,2,""
00406e10,FUN_00406e10,906,2,"FUN_004033f0"
004071a0,FUN_004071a0,396,1,"FUN_00407b20 FUN_0045f980 FUN_00477fa7 _memset"
00407330,FUN_00407330,100,1,"FUN_0045f980"
004073a0,FUN_004073a0,1348,1,"FUN_00465a80 FUN_00468490 __security_check_cookie"
00407900,FUN_00407900,296,2,"FUN_00407b20 FUN_0045f980"
00407a50,FUN_00407a50,208,1,"_memset"
00407b20,FUN_00407b20,225,3,"FUN_00407a50"
00407c10,FUN_00407c10,158,1,"FUN_004093f0 _memset"
00407cb0,FUN_00407cb0,326,1,"FUN_00401300 FUN_004013b0 FUN_00401730 FUN_004029d0 FUN_004090f0 FUN_0045edb0 FUN_0046d020 __security_check_cookie"
00407e00,FUN_00407e00,609,1,"EnterCriticalSection FID_conflict:_free FUN_004017a0 FUN_0046d770 FUN_004749df LeaveCriticalSection"
00408070,FUN_00408070,21,1,"FUN_00408fb0"
00408140,FUN_00408140,286,3,""
00408260,FUN_00408260,77,4,"FUN_00405540 FUN_00408140 __security_check_cookie"
004082b0,FUN_004082b0,255,3,"FUN_00408140 FUN_004090d0 __security_check_cookie"
004083b0,FUN_004083b0,316,3,"FUN_00408140 FUN_004090d0 __security_check_cookie"
004084f0,FUN_004084f0,98,4,"FUN_00405540 FUN_00408140 __security_check_cookie"
