key,name,path,volume,category,cue,info
type,string,string,float,integer,bool,string
,,,,,,
1200,,data/se/marisa/1200.wav,0.8,1,true,
1201,,data/se/common/s007.wav,0.8,1,true,
1202,,data/se/marisa/1202.wav,0.8,1,true,
1203,,data/se/common/h017.wav,0.8,1,true,
1204,,data/se/marisa/1204.wav,0.75,1,true,
1205,,data/se/common/h018.wav,0.85,1,true,
1206,,data/se/marisa/1206.wav,0.8,1,true,
1207,,data/se/common/h029.wav,0.9,1,true,
1208,,data/se/marisa/1208.wav,0.85,1,true,
1209,,data/se/common/h030.wav,1,1,true,
1210,,data/se/marisa/1210.wav,0.85,1,true,
1211,,data/se/common/h003.wav,1,1,true,
1212,,data/se/marisa/1202.wav,0.8,1,true,
1213,,data/se/marisa/1204.wav,0.75,1,true,
1214,,data/se/common/h018.wav,0.95,1,true,
1215,,data/se/common/h003.wav,1,1,true,
1216,,data/se/marisa/1216.wav,1,1,true,
1217,,data/se/common/h030.wav,1,1,true,
1218,,data/se/marisa/1200.wav,0.8,1,true,
1219,,data/se/common/s007.wav,0.8,1,true,
1220,,data/se/marisa/1202.wav,0.8,1,true,
1221,,data/se/common/h017.wav,0.8,1,true,
1222,,data/se/marisa/1204.wav,0.75,1,true,
1223,,data/se/common/h018.wav,0.85,1,true,
1250,,data/se/marisa/1250.wav,1,1,true,
1251,,data/se/marisa/1251.wav,0.95,1,true,
1252,,data/se/common/s006_3.wav,1,1,true,
1253,,data/se/marisa/1253.wav,0.9,1,true,
1254,,data/se/common/s011_2.wav,0.9,1,true,
,,,,,,
1290,,data/se/marisa/1290.wav,0.7,1,true,
1291,,data/se/marisa/1291.wav,0.8,1,true,
1292,,data/se/marisa/1292.wav,0.8,1,true,
,,,,,,
,,,,,,
,,,,,,
1300,,data/se/marisa/1300.wav,1,1,true,
1301,,data/se/common/h035_4.wav,0.9,1,true,
1302,,data/se/marisa/1302.wav,0.75,1,true,
1303,,data/se/marisa/1303.wav,0.95,1,true,
1304,,data/se/common/h030.wav,1,1,true,
1305,,data/se/marisa/1305.wav,1,1,true,
1306,,data/se/marisa/1306.wav,0.95,1,true,
1307,,data/se/common/s003_4.wav,1,1,true,
1308,,data/se/marisa/1308.wav,0.9,1,true,
1309,,data/se/common/s010_2.wav,0.9,1,true,
1310,,data/se/marisa/1310.wav,0.65,1,true,
1311,,data/se/common/s010_2.wav,0.9,1,true,
1312,,data/se/marisa/1312.wav,0.9,1,true,
1313,,data/se/common/s004_5.wav,1,1,true,
1314,,data/se/marisa/1314.wav,1,1,true,
1315,,data/se/marisa/1315.wav,0.9,1,true,
1316,,data/se/common/s004_3.wav,1,1,true,
,,,,,,
,,,,,,
1350,,data/se/marisa/1350.wav,1,1,true,
1351,,data/se/marisa/1351.wav,1,1,true,
1352,,data/se/marisa/1352.wav,1,1,true,
1353,,data/se/common/s011_2.wav,0.9,1,true,
1354,,data/se/marisa/1354.wav,1,1,true,
1355,,data/se/marisa/1355.wav,1,1,true,
1356,,data/se/common/s011_2.wav,0.9,1,true,
1357,,data/se/marisa/1357.wav,1,1,true,
1358,,data/se/common/h035_3.wav,1,1,true,
1359,,data/se/marisa/1359.wav,1,1,true,
1360,,data/se/common/h005.wav,1,1,true,
1361,,data/se/marisa/1361.wav,1,1,true,
1362,,data/se/common/s004_4.wav,1,1,true,
1363,,data/se/marisa/1363.wav,1,1,true,
1364,,data/se/marisa/1364.wav,0.95,1,true,
1365,,data/se/common/h030.wav,1,1,true,
1366,,data/se/marisa/1366.wav,0.9,1,true,
1367,,data/se/marisa/1367.wav,1,1,true,
1368,,data/se/marisa/1368.wav,0.9,1,true,
1369,,data/se/marisa/1369.wav,1,1,true,
1370,,data/se/common/h005.wav,1,1,true,
1371,,data/se/marisa/1371.wav,0.9,1,true,
1372,,data/se/reimu/1192.wav,1,1,true,
,,,,,,
1390,,data/se/marisa/1390.wav,1,1,true,
