entry,name,size,params,callees
00401010,FUN_00401010,142,0,"FUN_00403240 _memset"
004010b0,FUN_004010b0,391,0,"FUN_00402f50 FUN_004538c0 FUN_0045efb0 FUN_00461730 FUN_004617d0 FUN_00463660 FUN_0046b53c"
00401240,FUN_00401240,475,2,"EnterCriticalSection FUN_0045f630 FUN_00461c40 FUN_0046b5a1 LeaveCriticalSection _free"
004014d0,FUN_004014d0,29,1,"FUN_00402950 FUN_00402e00"
00401510,FUN_00401510,410,4,""
004016b0,FUN_004016b0,100,2,"FUN_00401510 __security_check_cookie _vsprintf"
00401830,FUN_00401830,123,2,"FUN_00401510 __security_check_cookie _vsprintf"
004018b0,FUN_004018b0,340,2,"FUN_00401a10 FUN_0042a6e0 FUN_00458ed0"
00401a10,FUN_00401a10,2983,2,"FUN_00402bc0 FUN_00458850 FUN_00459080"
00402650,FUN_00402650,101,1,"FUN_004018b0 FUN_0042a6e0 FUN_00458ed0"
00402950,FUN_00402950,356,1,"FUN_0048ca30"
00402ad0,FUN_00402ad0,6,0,""
00402bc0,FUN_00402bc0,93,1,""
00402c70,FUN_00402c70,62,0,"FUN_0042a6e0"
00402cf0,FUN_00402cf0,59,1,""
00402e00,FUN_00402e00,107,0,""
00402f50,FUN_00402f50,342,0,"_memset"
00403140,FUN_00403140,34,1,"_free"
00403240,FUN_00403240,110,1,"_memset"
004032b0,FUN_004032b0,231,0,"_free"
004033b0,FUN_004033b0,186,1,"_memset `eh_vector_constructor_iterator'"
00403480,FUN_00403480,630,1,"FUN_00404f90 FUN_00461730 FUN_004617d0 FUN_00463740 FUN_0046b53c"
00403700,FUN_00403700,603,1,"EnterCriticalSection FUN_004032b0 FUN_0045f630 FUN_00461c40 FUN_0046b5a1 LeaveCriticalSection _free `eh_vector_destructor_iterator'"
00403960,FUN_00403960,21,0,"FUN_004032b0 FUN_0046b5a1"
00403980,FUN_00403980,159,0,"FUN_004033b0 FUN_00403480 FUN_00403700 FUN_0046b53c FUN_0046b5a1"
00403a60,FUN_00403a60,1789,0,"D3DXVec3Normalize FUN_004050c0 FUN_00405440 FUN_0040eb10 FUN_0040ed60 FUN_00454430 FUN_00463880 FUN_00463b20 FUN_0048d110"
00404170,FUN_00404170,1131,1,"FUN_00402cf0 FUN_00405160 FUN_00406ff0 FUN_00429fa0 FUN_0042a6e0 FUN_00451720 FUN_00458ed0 FUN_0045b920"
004045e0,FUN_004045e0,854,3,"FUN_00405160 FUN_0042a6e0 FUN_00458ed0 FUN_004603d0 FUN_00463e60"
004049b0,FUN_004049b0,1503,3,"D3DXMatrixTranslation D3DXVec3ProjectArray"
00404f90,FUN_00404f90,297,1,"FUN_0045efb0 FUN_00463050 FUN_00463660 _malloc _memcpy"
004050c0,FUN_004050c0,154,0,"FUN_00454430"
00405160,FUN_00405160,722,2,"FUN_004049b0 FUN_0042a6e0 FUN_00458ed0 FUN_0045b920"
