entry,name,size,params,callees
00401000,FUN_00401000,91,5,""
00401060,FUN_00401060,12,1,""
00401070,FUN_00401070,12,1,""
00401080,FUN_00401080,12,1,""
00401090,FUN_00401090,25,1,""
004010b0,FUN_004010b0,26,4,""
004010d0,FUN_004010d0,38,2,""
00401100,FUN_00401100,54,3,"FUN_004010b0"
00401140,FUN_00401140,54,3,"FUN_004010b0"
00401180,FUN_00401180,52,3,"FUN_004010b0"
004011c0,FUN_004011c0,11,1,""
004011d0,FUN_004011d0,181,1,"FUN_00436f30"
00401290,FUN_00401290,40,1,"FUN_00401080"
004012c0,FUN_004012c0,31,0,""
004012e0,FUN_004012e0,21,2,""
00401300,FUN_00401300,57,1,""
00401340,FUN_00401340,19,1,"_malloc"
00401360,FUN_00401360,19,1,"_free"
00401380,FUN_00401380,10,1,""
00401390,FUN_00401390,71,2,"FUN_004306b0"
004013e0,FUN_004013e0,42,1,"FUN_00430590"
00401410,FUN_00401410,42,1,"FUN_004306b0"
00401440,FUN_00401440,26,2,""
00401460,FUN_00401460,13,1,""
00401470,FUN_00401470,38,4,""
004014a0,FUN_004014a0,15,1,""
004014b0,FUN_004014b0,28,1,"FUN_0042f4f0"
004014d0,FUN_004014d0,25,2,""
004014f0,FUN_004014f0,4,1,""
00401500,FUN_00401500,9,2,"FUN_004014d0"
00401510,FUN_00401510,8,1,"FUN_004014b0"
00401520,FUN_00401520,20,2,""
00401540,FUN_00401540,20,2,""
00401560,FUN_00401560,134,3,"FUN_004010b0 FUN_004395a0"
004015f0,FUN_004015f0,11,1,""
00401600,FUN_00401600,16,2,""
00401610,FUN_00401610,14,1,""
00401620,FUN_00401620,19,2,""
00401640,FUN_00401640,27,2,"FUN_004396a0 FUN_0043ab50"
00401660,FUN_00401660,20,2,""
00401680,FUN_00401680,46,2,""
004016b0,FUN_004016b0,46,2,""
004016e0,FUN_004016e0,423,5,"FUN_00401000 FUN_00401100 FUN_00401140 FUN_00401180 FUN_004014f0 FUN_00401500 FUN_00401510 FUN_00401540"
004018a0,FUN_004018a0,79,1,"FUN_00401500"
004018f0,FUN_004018f0,2472,1,"FUN_00401060 FUN_00401070 FUN_004014f0 FUN_00401500 FUN_00401510 FUN_00401520 FUN_00401540 FUN_00401560 FUN_004016e0 FUN_0047b1d4 thunk_FUN_0044e816"
00402350,FUN_00402350,377,1,"FUN_004011d0 FUN_00401440 FUN_00401510 FUN_004018a0 FUN_004018f0 FUN_00436f30"
004024d0,FUN_004024d0,85,1,"FUN_00401360 FUN_00415cf0 FUN_0043ca30"
00402530,FUN_00402530,59,1,"FUN_0042c8c0 _free"
00402570,FUN_00402570,314,2,"FUN_00401340 FUN_00401560 FUN_0042c5c0 FUN_0042c970"
004026c0,FUN_004026c0,3274,2,"FUN_00401080 FUN_004010b0 FUN_004010d0 FUN_00401100 FUN_00401140 FUN_00401290 FUN_004012c0 FUN_004012e0 FUN_00401300 FUN_00401410 FUN_00401460 FUN_00401470 FUN_004015f0 FUN_00401600 FUN_0042fec0 FUN_0042ff00 FUN_004343d0 FUN_0043afe0 FUN_0043b1a0 FUN_0043b5c0 FUN_0047b1d4 thunk_FUN_0044e816 thunk_FUN_0044eba6"
00403390,FUN_00403390,12,1,"FUN_004014a0"
004033a0,FUN_004033a0,62,1,"FUN_00401470 FUN_00403390"
004033e0,FUN_004033e0,671,1,"FUN_00401090 FUN_00401390 FUN_00401460 FUN_004015f0 FUN_00401610 FUN_00401620 FUN_00401640 FUN_00401680 FUN_004026c0 FUN_00422960 FUN_0042fec0 FUN_0042ff00 FUN_0042ff40 FUN_004396a0"
00403680,FUN_00403680,421,1,"FUN_00401390 FUN_004013e0 FUN_00401460 FUN_00401600 FUN_00401610 FUN_00401620 FUN_00401640 FUN_00401680 FUN_004016b0 FUN_004026c0 FUN_0042ff00 FUN_0042ff40 FUN_004396a0"
00403830,FUN_00403830,475,1,"FUN_004011c0 FUN_00401500 FUN_00401660 FUN_00402570 FUN_0043c7a0"
00403a10,FUN_00403a10,45,1,"FUN_00403390 FUN_004033a0"
00403a40,FUN_00403a40,160,1,"FUN_00401470 FUN_00403390 FUN_00403a10"
00403ae0,FUN_00403ae0,307,1,"FUN_00401380 FUN_00403a40 FUN_0042b1e0 FUN_0042b270 FUN_0042b300 operator_new"
00403c20,FUN_00403c20,12,2,""
00403c30,FUN_00403c30,91,1,"FUN_00401500 FUN_00403c20 FUN_0040cc00 FUN_0041cfe0 FUN_0041d0d0"
00403c90,FUN_00403c90,91,1,"FUN_00401500 FUN_00403c20 FUN_0040cc00 FUN_0041cfe0 FUN_0041d0d0"
00403cf0,FUN_00403cf0,100,1,"FUN_00401500 FUN_00403c20 FUN_0040cc00 FUN_0041cfe0 FUN_0041d0d0"
00403d60,FUN_00403d60,31,0,""
00403d80,FUN_00403d80,12,1,""
00403d90,FUN_00403d90,71,2,"FUN_00430590"
00403de0,FUN_00403de0,20,2,""
00403e00,FUN_00403e00,41,3,"FUN_004395a0"
00403e30,FUN_00403e30,27,2,""
