entry,name,size,params,callees
004012b0,FUN_004012b0,63,2,""
004012f0,FUN_004012f0,22,1,""
00401310,FUN_00401310,123,1,""
00401390,FUN_00401390,172,2,"EnterCriticalSection LeaveCriticalSection"
00401440,FUN_00401440,172,2,"EnterCriticalSection LeaveCriticalSection"
004014f0,FUN_004014f0,267,1,"EnterCriticalSection FUN_004018a0 LeaveCriticalSection"
00401620,FUN_00401620,232,0,"EnterCriticalSection FUN_004018a0 LeaveCriticalSection"
00401730,FUN_00401730,113,2,"EnterCriticalSection FUN_004018a0 LeaveCriticalSection"
004017b0,FUN_004017b0,48,1,"FUN_004014f0 FUN_00401730 FUN_00403f30"
004017e0,FUN_004017e0,104,1,"FUN_0049039f"
00401850,FUN_00401850,79,2,"EnterCriticalSection FUN_004018a0 LeaveCriticalSection"
004018a0,FUN_004018a0,170,2,"FID_conflict:_free"
00401960,FUN_00401960,40,3,"FUN_00401390 FUN_004017e0"
00401990,FUN_00401990,40,3,"FUN_00401440 FUN_004017e0"
004019c0,FUN_004019c0,40,3,"FUN_00401390 FUN_004017e0"
004019f0,FUN_004019f0,40,3,"FUN_00401440 FUN_004017e0"
00401a20,FUN_00401a20,133,0,"FUN_00403490 FUN_00490390 joyGetDevCapsA joyGetPosEx"
00401ab0,FUN_00401ab0,55,4,""
00401af0,FUN_00401af0,44,4,""
00401b20,FUN_00401b20,768,1,"FUN_00490390 FUN_0049b080 joyGetPosEx"
00401e20,FUN_00401e20,244,0,"FUN_00490390 FUN_0049b080 joyGetPosEx"
00401f50,FUN_00401f50,990,0,"FUN_00401b20 FUN_004077c0 FUN_00490390 GetKeyboardState"
00402350,FUN_00402350,956,1,"FUN_00401b20 FUN_004077c0 FUN_00490390 GetKeyboardState"
00402710,FUN_00402710,904,0,"FUN_00401b20 FUN_00490390 GetKeyboardState"
00402aa0,FUN_00402aa0,103,1,"FUN_0049b080 GetKeyboardState"
00402b10,FUN_00402b10,107,0,"FUN_00490390 GetKeyboardState SetKeyboardState"
00402b80,FUN_00402b80,276,6,"FID_conflict:_free FUN_00492870 _malloc"
00402ca0,FUN_00402ca0,268,6,"FID_conflict:_free FUN_00492870 _malloc"
00402db0,FUN_00402db0,444,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00407840 FUN_00407980 FUN_0046c3f0 FUN_00490640 GetFileSize LeaveCriticalSection ReadFile __stricmp _malloc"
00402f70,FUN_00402f70,128,1,"CloseHandle CreateFileA EnterCriticalSection LeaveCriticalSection"
00402ff0,FUN_00402ff0,310,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00407840 FormatMessageA GetLastError LeaveCriticalSection LocalFree WriteFile"
00403130,FUN_00403130,182,1,"CreateFileA EnterCriticalSection FUN_00407840 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
004031f0,FUN_004031f0,182,1,"CreateFileA EnterCriticalSection FUN_00407840 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
004032b0,FUN_004032b0,182,1,"CreateFileA EnterCriticalSection FUN_00407840 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
00403370,FUN_00403370,99,2,"CloseHandle LeaveCriticalSection WriteFile"
004033e0,FUN_004033e0,83,1,"CloseHandle ReadFile _malloc"
00403440,FUN_00403440,46,0,"CloseHandle LeaveCriticalSection"
00403490,FUN_00403490,193,2,"EnterCriticalSection FUN_00490390 FUN_004908c1 LeaveCriticalSection __alloca_probe"
00403560,FUN_00403560,196,2,"EnterCriticalSection FUN_00490390 FUN_004908c1 LeaveCriticalSection"
00403630,FUN_00403630,103,1,"EnterCriticalSection LeaveCriticalSection"
004036a0,FUN_004036a0,139,1,"EnterCriticalSection LeaveCriticalSection"
004037c0,FUN_004037c0,51,1,"FUN_00403630"
00403800,FUN_00403800,56,1,"FUN_004036a0"
00403840,FUN_00403840,64,1,"FUN_004036a0"
00403880,FUN_00403880,64,1,"FUN_004036a0"
004038c0,FUN_004038c0,79,0,""
00403920,FUN_00403920,71,0,""
00403970,FUN_00403970,121,2,"FUN_004baae0 FUN_004baca0"
004039f0,FUN_004039f0,144,2,"FUN_004baae0 FUN_004baca0"
00403a80,FUN_00403a80,121,2,"FUN_004baae0 FUN_004baca0"
00403b10,FUN_00403b10,61,1,""
00403b50,FUN_00403b50,65,1,""
00403ba0,FUN_00403ba0,135,2,""
00403d50,FUN_00403d50,102,3,"FUN_0049b080"
00403dd0,FUN_00403dd0,122,2,""
00403e50,FUN_00403e50,94,2,""
00403ee0,FUN_00403ee0,39,2,"FID_conflict:_free FUN_00403f30"
00403f10,FUN_00403f10,11,1,"FUN_00403f30"
00403f30,FUN_00403f30,117,1,"CloseHandle Sleep WaitForSingleObject"
