entry,name,size,params,callees
00401010,FUN_00401010,140,0,"FUN_004031a0 _memset"
004010b0,FUN_004010b0,482,0,"FUN_00402ea0 FUN_00459220 FUN_00465600 FUN_004681d0 FUN_00468270 FUN_0046a250 FUN_0047296c"
004012a0,FUN_004012a0,583,2,"EnterCriticalSection FUN_00465f60 FUN_004686d0 FUN_004729ec LeaveCriticalSection _free"
004015a0,FUN_004015a0,29,1,"FUN_00402890 FUN_00402d70"
004015f0,FUN_004015f0,407,3,""
00401790,FUN_00401790,85,2,"FUN_004015f0 __security_check_cookie _vsprintf"
004017f0,FUN_004017f0,270,1,"FUN_004015f0 __security_check_cookie _sprintf"
00401900,FUN_00401900,108,2,"FUN_004015f0 __security_check_cookie _vsprintf"
00401970,FUN_00401970,340,2,"FUN_00401ad0 FUN_004351f0 FUN_0045ef60"
00401ad0,FUN_00401ad0,2204,2,"FUN_004023d0 FUN_00402b90 FUN_0045e920 FUN_0045f110"
004023d0,FUN_004023d0,400,2,""
00402590,FUN_00402590,104,1,"FUN_00401970 FUN_004351f0 FUN_0045ef60"
00402610,FUN_00402610,351,1,"FUN_00401ad0 __security_check_cookie _vsprintf"
00402780,FUN_00402780,267,1,"FUN_00402610 __security_check_cookie _sprintf"
00402890,FUN_00402890,360,1,"FUN_0048fac0"
00402a50,FUN_00402a50,6,0,""
00402a70,FUN_00402a70,78,1,""
00402ac0,FUN_00402ac0,88,0,"FUN_0048fac0"
00402b20,FUN_00402b20,16,1,""
00402b60,FUN_00402b60,26,2,""
00402b90,FUN_00402b90,98,1,""
00402c00,FUN_00402c00,26,2,""
00402c20,FUN_00402c20,26,2,""
00402c40,FUN_00402c40,18,2,""
00402c60,FUN_00402c60,62,0,"FUN_004351f0"
00402ce0,FUN_00402ce0,25,2,""
00402d70,FUN_00402d70,107,0,""
00402ea0,FUN_00402ea0,345,0,"_memset"
00403000,FUN_00403000,34,1,"FUN_00402ea0 FUN_00459220"
00403090,FUN_00403090,34,1,"_free"
00403160,FUN_00403160,32,0,""
004031a0,FUN_004031a0,116,1,"_memset"
00403240,FUN_00403240,61,1,""
00403280,FUN_00403280,61,1,""
004032c0,FUN_004032c0,249,0,"_free"
004033d0,FUN_004033d0,185,1,"_memset `eh_vector_constructor_iterator'"
004034a0,FUN_004034a0,622,1,"FUN_00405130 FUN_004681d0 FUN_00468270 FUN_0046a320 FUN_0047296c"
00403710,FUN_00403710,601,1,"EnterCriticalSection FUN_004032c0 FUN_00465f60 FUN_004686d0 FUN_004729ec LeaveCriticalSection _free `eh_vector_destructor_iterator'"
00403970,FUN_00403970,21,0,"FUN_004032c0 FUN_004729ec"
00403990,FUN_00403990,155,0,"FUN_004033d0 FUN_004034a0 FUN_00403710 FUN_0047296c FUN_004729ec"
00403a70,FUN_00403a70,1826,1,"D3DXVec3Normalize FUN_00405260 FUN_004055f0 FUN_00412550 FUN_00412790 FUN_00459d90 FUN_0046a460 FUN_0046a700 FUN_00490190 __security_check_cookie"
004041a0,FUN_004041a0,1411,1,"FUN_00405300 FUN_00434ab0 FUN_00435090 FUN_004351f0 FUN_0045ef60 FUN_00461b00 FUN_00468770 FUN_004687d0 FUN_0047296c __security_check_cookie _memset"
00404730,FUN_00404730,865,2,"FUN_00405300 FUN_004351f0 FUN_0045ef60 FUN_00466ce0 FUN_0046aa20"
00404ac0,FUN_00404ac0,10,2,"FUN_00404730"
00404ad0,FUN_00404ad0,20,0,"FUN_00405130"
00404af0,FUN_00404af0,1592,4,"D3DXMatrixTranslation D3DXVec3ProjectArray __security_check_cookie"
00405130,FUN_00405130,299,1,"FID_conflict:_memcpy FUN_00465600 FUN_00469c40 FUN_0046a250 _malloc"
00405260,FUN_00405260,154,0,"FUN_00459d90"
00405300,FUN_00405300,735,2,"FUN_00404af0 FUN_004351f0 FUN_0045ef60 FUN_00461b00"
