,DefineImage,フラン_普,data/event/pic/flandre/01.png,-5,0,220,148
,DefineImage,フラン_嬉,data/event/pic/flandre/02.png,-5,0,220,148
,DefineImage,フラン_怒,data/event/pic/flandre/03.png,-5,0,220,148
,DefineImage,フラン_汗,data/event/pic/flandre/04.png,-5,0,220,148
,DefineImage,フラン_惑,data/event/pic/flandre/05.png,-5,0,220,148
,DefineImage,フラン_余,data/event/pic/flandre/06.png,-5,0,220,148
,DefineImage,フラン_驚,data/event/pic/flandre/07.png,-5,0,220,148
,DefineImage,フラン_他,data/event/pic/flandre/08.png,-5,0,220,148
,DefineImage,フラン_決,data/event/pic/flandre/09.png,-15,-32,250,202
,DefineImage,フラン_負,data/event/pic/flandre/10.png,-5,0,220,148

,DefineImage,神奈子_普,data/event/pic/kanako/01.png,0,0,192,115
,DefineImage,神奈子_嬉,data/event/pic/kanako/02.png,0,0,192,115
,DefineImage,神奈子_怒,data/event/pic/kanako/03.png,0,0,192,115
,DefineImage,神奈子_汗,data/event/pic/kanako/04.png,0,0,192,115
,DefineImage,神奈子_惑,data/event/pic/kanako/05.png,0,0,192,115
,DefineImage,神奈子_余,data/event/pic/kanako/06.png,0,0,192,115
,DefineImage,神奈子_驚,data/event/pic/kanako/07.png,0,0,192,115
,DefineImage,神奈子_他,data/event/pic/kanako/08.png,-55,0,268,90
,DefineImage,神奈子_決,data/event/pic/kanako/09.png,-55,-64,268,154
,DefineImage,神奈子_負,data/event/pic/kanako/10.png,0,0,192,115

,DefineImage,小傘_普,data/event/pic/kogasa/01.png,-15,-64,229,208
,DefineImage,小傘_嬉,data/event/pic/kogasa/02.png,-15,-64,229,208
,DefineImage,小傘_怒,data/event/pic/kogasa/03.png,-15,-64,229,208
,DefineImage,小傘_汗,data/event/pic/kogasa/04.png,-15,-64,229,208
,DefineImage,小傘_惑,data/event/pic/kogasa/05.png,-15,-64,229,208
,DefineImage,小傘_余,data/event/pic/kogasa/06.png,-15,-64,229,208
,DefineImage,小傘_驚,data/event/pic/kogasa/07.png,-15,-64,229,208
,DefineImage,小傘_他,data/event/pic/kogasa/08.png,-15,-64,229,208
,DefineImage,小傘_決,data/event/pic/kogasa/09.png,0,-64,193,214
,DefineImage,小傘_負,data/event/pic/kogasa/10.png,-15,-64,229,205

,DefineImage,魔理沙_普,data/event/pic/marisa/01.png,-7,0,210,145
,DefineImage,魔理沙_嬉,data/event/pic/marisa/02.png,-7,0,210,145
,DefineImage,魔理沙_怒,data/event/pic/marisa/03.png,-7,0,210,145
,DefineImage,魔理沙_汗,data/event/pic/marisa/04.png,-7,0,210,145
,DefineImage,魔理沙_惑,data/event/pic/marisa/05.png,-7,0,210,145
,DefineImage,魔理沙_余,data/event/pic/marisa/06.png,-7,0,210,145
,DefineImage,魔理沙_驚,data/event/pic/marisa/07.png,-7,0,210,145
,DefineImage,魔理沙_他,data/event/pic/marisa/08.png,-7,0,210,145
,DefineImage,魔理沙_決,data/event/pic/marisa/09.png,-5,0,212,140
,DefineImage,魔理沙_負,data/event/pic/marisa/10.png,-7,0,210,145

,DefineImage,村紗_普,data/event/pic/murasa/01.png,-25,0,235,145
,DefineImage,村紗_嬉,data/event/pic/murasa/02.png,-25,0,235,145
,DefineImage,村紗_怒,data/event/pic/murasa/03.png,-25,0,235,145
,DefineImage,村紗_汗,data/event/pic/murasa/04.png,-25,0,235,145
,DefineImage,村紗_惑,data/event/pic/murasa/05.png,-25,0,235,145
