key,name,path,volume,category,cue,info
type,string,string,float,integer,bool,string
,,,,,,
4400,,data/se/yukari/4400.wav,1,1,true,
4401,,data/se/common/h001.wav,0.9,1,true,
4402,,data/se/yukari/4402.wav,0.9,1,true,
4403,,data/se/common/h003.wav,0.9,1,true,
4404,,data/se/yukari/4404.wav,0.8,1,true,
4405,,data/se/common/h003.wav,0.9,1,true,
4406,,data/se/yukari/4406.wav,0.9,1,true,
4407,,data/se/common/h003.wav,0.9,1,true,
4408,,data/se/yukari/4408.wav,0.8,1,true,
4409,,data/se/yukari/4409.wav,1,1,true,
4410,,data/se/yukari/4408.wav,0.8,1,true,
4411,,data/se/yukari/4409.wav,1,1,true,
4412,,data/se/yukari/4412.wav,0.7,1,true,
4413,,data/se/common/h003.wav,0.9,1,true,
4414,,data/se/yukari/4414.wav,0.8,1,true,
4415,,data/se/common/h003.wav,0.9,1,true,
4416,,data/se/yukari/4406.wav,0.9,1,true,
4417,,data/se/common/h003.wav,0.9,1,true,
4418,,data/se/yukari/4418.wav,0.8,1,true,
4419,,data/se/common/h003.wav,0.9,1,true,
4420,,data/se/yukari/4404.wav,0.8,1,true,
4421,,data/se/common/h003.wav,0.9,1,true,
4422,,data/se/yukari/4422.wav,0.9,1,true,
4423,,data/se/common/h003.wav,0.9,1,true,
4424,,data/se/yukari/4424.wav,0.9,1,true,
4425,,data/se/yukari/4425.wav,0.9,1,true,
4426,,data/se/common/s002.wav,0.9,1,true,
4427,,data/se/yukari/4427.wav,0.8,1,true,
4428,,data/se/reimu/1075.wav,0.9,1,true,
4429,,data/se/common/h003.wav,0.9,1,true,
4430,,data/se/yukari/4430.wav,0.9,1,true,
4431,,data/se/common/s002.wav,0.9,1,true,
4432,,data/se/marisa/1253.wav,0.9,1,true,
4433,,data/se/common/s011_2.wav,0.9,1,true,
4434,,data/se/yukari/4434.wav,0.9,1,true,
4435,,data/se/yukari/4435.wav,0.9,1,true,
4436,,data/se/common/h003.wav,0.9,1,true,
4437,,data/se/yukari/4437.wav,0.9,1,true,
4438,,data/se/common/h003.wav,0.9,1,true,
4439,,data/se/yukari/4439.wav,0.9,1,true,
4440,,data/se/common/h073_3.wav,0.9,1,true,
4441,,data/se/yukari/4441.wav,0.9,1,true,
4442,,data/se/yukari/4442.wav,0.9,1,true,
4443,,data/se/common/h003.wav,0.9,1,true,
4444,,data/se/yukari/4444.wav,0.9,1,true,
4445,,data/se/yukari/4445.wav,0.9,1,true,
4446,,data/se/common/s011_2.wav,0.9,1,true,
4447,,data/se/yukari/4447.wav,0.9,1,true,
4448,,data/se/yukari/4448.wav,0.9,1,true,
4449,,data/se/yukari/4449.wav,0.9,1,true,
4450,,data/se/yukari/4434.wav,0.9,1,true,
4451,,data/se/yukari/4451.wav,0.9,1,true,
4452,,data/se/yukari/4452.wav,0.9,1,true,
4453,,data/se/common/h003.wav,0.9,1,true,
4454,,data/se/yukari/4454.wav,0.9,1,true,
4455,,data/se/yukari/4455.wav,1,1,true,
4456,,data/se/yukari/4456.wav,1,1,true,
4457,,data/se/yukari/4457.wav,0.9,1,true,
4458,,data/se/yukari/4458.wav,0.9,1,true,
4459,,data/se/common/h003.wav,0.9,1,true,
4460,,data/se/yukari/4460.wav,0.9,1,true,
4461,,data/se/yukari/4461.wav,0.9,1,true,
4462,,data/se/common/h003.wav,0.9,1,true,
4463,,data/se/yukari/4463.wav,0.9,1,true,
4464,,data/se/yukari/4464.wav,0.9,1,true,
4465,,data/se/common/h003.wav,0.9,1,true,
4466,,data/se/yukari/4466.wav,0.9,1,true,
4467,,data/se/yukari/4467.wav,0.9,1,true,
4468,,data/se/common/h003.wav,0.9,1,true,
4469,,data/se/yukari/4409.wav,1,1,true,
4470,,data/se/reimu/1115.wav,0.9,1,true,
4471,,data/se/yukari/4471.wav,0.6,1,true,
4472,,data/se/yukari/4472.wav,0.9,1,true,
4473,,data/se/common/h073_3.wav,0.9,1,true,
4474,,data/se/yukari/4474.wav,0.9,1,true,
4475,,data/se/common/h003.wav,0.9,1,true,
4476,,data/se/yukari/4476.wav,0.8,1,true,
4477,,data/se/common/h003.wav,0.9,1,true,
4478,,data/se/common/h073_3.wav,0.9,1,true,
4479,,data/se/yukari/4479.wav,0.9,1,true,
4480,,data/se/common/h003.wav,0.9,1,true,
4481,,data/se/yukari/4481.wav,0.9,1,true,
4482,,data/se/yukari/4482.wav,0.7,1,true,
4483,,data/se/common/h003.wav,0.9,1,true,
