entry,name,size,params,callees
00401140,FUN_00401140,171,2,"EnterCriticalSection LeaveCriticalSection"
004011f0,FUN_004011f0,171,2,"EnterCriticalSection LeaveCriticalSection"
004012a0,FUN_004012a0,278,1,"EnterCriticalSection FUN_004015e0 LeaveCriticalSection"
004013e0,FUN_004013e0,241,0,"EnterCriticalSection FUN_004015e0 LeaveCriticalSection"
004014f0,FUN_004014f0,113,2,"EnterCriticalSection FUN_004015e0 LeaveCriticalSection"
00401570,FUN_00401570,106,1,"FUN_0047b250"
004015e0,FUN_004015e0,162,2,"FUN_0047b280"
00401690,FUN_00401690,794,0,"__security_check_cookie _memset joyGetPosEx"
004019b0,FUN_004019b0,256,0,"XInputGetState __security_check_cookie"
00401ab0,FUN_00401ab0,902,0,"FUN_00401690 FUN_004019b0 FUN_00404d20 GetKeyboardState __security_check_cookie"
00401e40,FUN_00401e40,103,1,"GetKeyboardState _memset"
00401eb0,FUN_00401eb0,272,6,"FUN_0047ea20 FUN_0047ef94 FUN_0047ef9f"
00401fc0,FUN_00401fc0,271,6,"FUN_0047ea20 FUN_0047ef94 FUN_0047ef9f"
004020d0,FUN_004020d0,444,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00404d10 FUN_00404e20 FUN_0045e0d0 FUN_0047c690 FUN_0047ef94 GetFileSize LeaveCriticalSection ReadFile __stricmp"
00402290,FUN_00402290,128,1,"CloseHandle CreateFileA EnterCriticalSection LeaveCriticalSection"
00402310,FUN_00402310,310,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00404d10 FormatMessageA GetLastError LeaveCriticalSection LocalFree WriteFile"
00402450,FUN_00402450,182,1,"CreateFileA EnterCriticalSection FUN_00404d10 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
00402510,FUN_00402510,87,1,"CloseHandle FUN_0047ef94 ReadFile"
00402570,FUN_00402570,46,0,"CloseHandle LeaveCriticalSection"
004025a0,FUN_004025a0,193,3,"EnterCriticalSection FUN_00404cd0 LeaveCriticalSection __alloca_probe __security_check_cookie"
00402670,FUN_00402670,196,3,"EnterCriticalSection FUN_00404cd0 LeaveCriticalSection __security_check_cookie"
00402740,FUN_00402740,101,1,"EnterCriticalSection LeaveCriticalSection"
004027b0,FUN_004027b0,139,1,"EnterCriticalSection LeaveCriticalSection"
00402840,FUN_00402840,56,1,"FUN_004027b0"
00402880,FUN_00402880,64,1,"FUN_004027b0"
004028c0,FUN_004028c0,82,0,""
00402920,FUN_00402920,71,0,""
00402970,FUN_00402970,65,1,""
004029c0,FUN_004029c0,66,1,""
00402a10,FUN_00402a10,127,2,""
00402a90,FUN_00402a90,23,1,""
00402ab0,FUN_00402ab0,104,1,""
00402b20,FUN_00402b20,41,2,"FUN_00402b60 FUN_0047b280"
00402b50,FUN_00402b50,11,1,"FUN_00402b60"
00402b60,FUN_00402b60,126,1,"CloseHandle Sleep WaitForSingleObject"
00402be0,FUN_00402be0,61,3,"FUN_00402b60 __beginthreadex"
00402c20,FUN_00402c20,186,1,"FUN_00404ba0 FUN_00404c00 FUN_00404c60"
00402cf0,FUN_00402cf0,692,1,"FUN_00402920 FUN_004049d0 FUN_00404a10 FUN_00404b00 FUN_00404c00 FUN_00404c60 FUN_00404c80 FUN_00404ca0"
00402fc0,FUN_00402fc0,29,1,"FUN_00402cf0"
00402fe0,FUN_00402fe0,1575,1,"FUN_00497870"
00403690,FUN_00403690,567,2,"FUN_004976b0 FUN_00497870 __security_check_cookie"
004038d0,FUN_004038d0,786,8,""
00403bf0,FUN_00403bf0,870,6,"FUN_00404c60"
00403f60,FUN_00403f60,947,8,"FUN_004038d0 FUN_004976b0 FUN_00497870 __security_check_cookie"
00404320,FUN_00404320,1683,7,"FUN_00403690 FUN_004976b0 FUN_00497870 __libm_sse2_sqrt_precise __security_check_cookie"
004049c0,FUN_004049c0,8,0,""
004049d0,FUN_004049d0,55,0,"FUN_00497db0"
00404a10,FUN_00404a10,57,1,"FUN_00496e70"
