entry,name,size,params,callees
00401130,FUN_00401130,171,2,"EnterCriticalSection LeaveCriticalSection"
004011e0,FUN_004011e0,171,2,"EnterCriticalSection LeaveCriticalSection"
00401290,FUN_00401290,278,1,"EnterCriticalSection FUN_004015d0 LeaveCriticalSection"
004013d0,FUN_004013d0,241,0,"EnterCriticalSection FUN_004015d0 LeaveCriticalSection"
004014e0,FUN_004014e0,113,2,"EnterCriticalSection FUN_004015d0 LeaveCriticalSection"
00401560,FUN_00401560,106,1,"FUN_0047a78d"
004015d0,FUN_004015d0,169,2,"FUN_0047a7bd"
00401680,FUN_00401680,830,1,"__security_check_cookie _memset joyGetPosEx"
004019c0,FUN_004019c0,990,0,"FUN_00401680 FUN_004054c0 GetKeyboardState __security_check_cookie"
00401da0,FUN_00401da0,272,6,"FID_conflict:_free FUN_0047dde0 FUN_0047e354"
00401eb0,FUN_00401eb0,271,6,"FID_conflict:_free FUN_0047dde0 FUN_0047e354"
00401fc0,FUN_00401fc0,444,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00405570 FUN_004055b0 FUN_0045cb70 FUN_0047bc90 FUN_0047e354 GetFileSize LeaveCriticalSection ReadFile __stricmp"
00402180,FUN_00402180,128,1,"CloseHandle CreateFileA EnterCriticalSection LeaveCriticalSection"
00402200,FUN_00402200,310,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00405570 FormatMessageA GetLastError LeaveCriticalSection LocalFree WriteFile"
00402340,FUN_00402340,182,1,"CreateFileA EnterCriticalSection FUN_00405570 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
00402400,FUN_00402400,87,1,"CloseHandle FUN_0047e354 ReadFile"
00402460,FUN_00402460,46,0,"CloseHandle LeaveCriticalSection"
00402490,FUN_00402490,193,3,"EnterCriticalSection FUN_00405480 LeaveCriticalSection __alloca_probe __security_check_cookie"
00402560,FUN_00402560,196,3,"EnterCriticalSection FUN_00405480 LeaveCriticalSection __security_check_cookie"
00402630,FUN_00402630,101,1,"EnterCriticalSection LeaveCriticalSection"
004026a0,FUN_004026a0,139,1,"EnterCriticalSection LeaveCriticalSection"
00402730,FUN_00402730,56,1,"FUN_004026a0"
00402770,FUN_00402770,64,1,"FUN_004026a0"
004027b0,FUN_004027b0,82,0,""
00402810,FUN_00402810,71,0,""
00402860,FUN_00402860,61,1,""
004028a0,FUN_004028a0,66,1,""
004028f0,FUN_004028f0,127,2,""
00402970,FUN_00402970,128,1,""
004029f0,FUN_004029f0,23,1,""
00402a10,FUN_00402a10,104,1,""
00402a80,FUN_00402a80,41,2,"FUN_00402ac0 FUN_0047a7bd"
00402ab0,FUN_00402ab0,11,1,"FUN_00402ac0"
00402ac0,FUN_00402ac0,126,1,"CloseHandle Sleep WaitForSingleObject"
00402b40,FUN_00402b40,61,3,"FUN_00402ac0 __beginthreadex"
00402b80,FUN_00402b80,326,1,"FUN_00405410"
00402ce0,FUN_00402ce0,776,1,"FUN_00402810 FUN_004052f0 FUN_00405330 FUN_00405370 FUN_00405410 FUN_00405430 FUN_00405450"
00403000,FUN_00403000,29,1,"FUN_00402ce0"
00403020,FUN_00403020,1461,1,"FUN_00405450"
00403660,FUN_00403660,635,2,"FUN_00492b70 FUN_00492d30 __security_check_cookie"
004038e0,FUN_004038e0,358,5,"FUN_00405430 FUN_00405450"
00403a50,FUN_00403a50,1267,6,"FUN_00405430 FUN_00405450 __security_check_cookie"
00403f50,FUN_00403f50,876,8,""
004042c0,FUN_004042c0,945,6,"FUN_00405410"
00404680,FUN_00404680,947,8,"FUN_00403f50 FUN_00492b70 FUN_00492d30 __security_check_cookie"
00404a40,FUN_00404a40,2180,7,"FUN_00403660 FUN_00492b70 FUN_00492d30 __libm_sse2_sqrt_precise __security_check_cookie"
004052d0,FUN_004052d0,25,0,""
004052f0,FUN_004052f0,55,0,"FUN_00493270"
00405330,FUN_00405330,57,1,"FUN_0049231a"
00405370,FUN_00405370,142,3,""
00405410,FUN_00405410,32,3,""
00405430,FUN_00405430,23,1,"FUN_00492b70"
00405450,FUN_00405450,23,1,"FUN_00492d30"
00405470,FUN_00405470,6,0,""
00405480,FUN_00405480,51,3,"FUN_00405470 ___stdio_common_vsprintf"
004054c0,FUN_004054c0,163,1,""
00405570,FUN_00405570,1,0,""
00405580,FUN_00405580,35,2,""
004055b0,FUN_004055b0,44,1,"LeaveCriticalSection"
004055e0,FUN_004055e0,142,1,"FUN_0047e354 _memset"
00405670,FUN_00405670,2177,1,"D3DXVec3Normalize FUN_00402730 FUN_00402770 FUN_00406180 FUN_00406260 FUN_004062a0 FUN_004063a0 FUN_004752f0 __security_check_cookie"
00405fe0,FUN_00405fe0,146,3,"FUN_004752f0 FUN_00475b50 FUN_00475c30"
00406080,FUN_00406080,256,4,"FUN_00475390 FUN_00475e00 FUN_00475f70"
00406180,FUN_00406180,211,6,""
00406260,FUN_00406260,49,1,""
004062a0,FUN_004062a0,236,5,"EnterCriticalSection FUN_00407700 FUN_004658c0 FUN_004749e0 FUN_00475930 LeaveCriticalSection"
00406390,FUN_00406390,6,0,""
004063a0,FUN_004063a0,32,3,""
004063c0,FUN_004063c0,68,2,""
00406410,FUN_00406410,35,2,"FUN_0047e354"
00406440,FUN_00406440,370,2,"FUN_00402770 FUN_00406d20 FUN_0047e354 _memset"
004065c0,FUN_004065c0,427,1,"FUN_00402730 FUN_00402770 FUN_00406d00"
00406770,FUN_00406770,477,1,"FUN_00406ab0 FUN_0046b350 FUN_0046beb0"
00406970,FUN_00406970,309,2,"FUN_00402770 FUN_0047e354 _memset"
00406ab0,FUN_00406ab0,463,2,"FUN_00405430 FUN_00405450 FUN_00406c80 __security_check_cookie"
00406c80,FUN_00406c80,115,2,"FUN_00406ab0"
00406d00,FUN_00406d00,32,3,""
00406d20,FUN_00406d20,154,5,""
00406dc0,FUN_00406dc0,127,2,""
00406e40,FUN_00406e40,396,1,"FUN_00407700 FUN_004658c0 FUN_0047e354 _memset"
00406fd0,FUN_00406fd0,100,1,"FUN_004658c0"
00407040,FUN_00407040,1348,1,"FUN_0046beb0 FUN_0046e630 __security_check_cookie"
004075a0,FUN_004075a0,301,2,"FUN_00407700 FUN_004658c0"
00407700,FUN_00407700,415,3,"_memset"
