key,name,path,volume,category,cue,info
type,string,string,float,integer,bool,string
,,,,,,
100,sys_cursor,data/se/system/sys_cursor.wav,0.9,0,true,
101,sys_charactor_change,data/se/system/sys_cursor.wav,0.9,0,true,
,,,,,,
103,sys_ok,data/se/system/sys_ok.wav,1,0,true,
,,,,,,
105,sys_cancel,data/se/system/sys_cancel.wav,0.8,0,true,
106,sys_page,data/se/system/sys_page.wav,0.8,0,true,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
111,sys_pause_on,data/se/system/sys_pause_on.wav,0.9,0,true,
112,sys_pause_off,data/se/system/sys_cancel.wav,0.9,0,true,
113,sys_cursor2,data/se/system/sys_cancel.wav,0.9,0,true,
120,connect_complete,data/se/system/connect_complete.wav,0.9,0,true,
121,sys_show_submenu,data/se/system/sys_show_submenu.wav,0.9,0,true,
122,sys_config_change_value,data/se/system/sys_cursor.wav,0.9,0,true,
123,sys_change_dir,data/se/system/sys_page.wav,0.8,0,true,
,,,,,,
125,talk_press_next,data/se/system/talk_press_next.wav,0.8,0,true,
126,talk_clear_balloon,data/se/system/talk_clear_balloon.wav,0,0,true,
127,talk_balloon,data/se/system/talk_balloon.wav,0.6,0,true,
128,sys_invalid,data/se/system/sys_invalid.wav,0.7,0,true,
,,,,,,
,,,,,,
800,,data/se/common/800.wav,0.7,1,true,
801,,data/se/common/801.wav,0.55,1,true,
802,,data/se/common/801.wav,0.55,1,true,
803,,data/se/common/803.wav,1,1,true,
804,,data/se/common/804.wav,1,1,true,
805,,data/se/common/805.wav,1,1,true,
806,,data/se/common/806.wav,0.9,1,true,
807,,data/se/common/807.wav,0.9,1,true,
810,,data/se/common/810.wav,0.9,1,true,
811,,data/se/common/810.wav,0.9,1,true,
812,,data/se/common/810.wav,0.9,1,true,
813,,data/se/common/813.wav,0.6,1,true,
814,,data/se/common/813.wav,0.6,1,true,
815,,data/se/common/813.wav,0.6,1,true,
816,,data/se/common/816.wav,0.6,1,true,
817,,data/se/common/817.wav,0.9,1,true,
818,,data/se/common/818.wav,0.9,1,true,
820,,data/se/common/820.wav,1,1,true,
821,,data/se/common/821.wav,1,1,true,
822,,data/se/common/820.wav,1,1,true,
823,,data/se/common/823.wav,0.6,1,true,
824,,data/se/common/824.wav,1,1,true,
825,,data/se/common/825.wav,0.6,1,true,
826,,data/se/common/826.wav,1,1,true,
827,,data/se/common/827.wav,1,1,true,
828,,data/se/common/828.wav,0.7,1,true,
829,,data/se/common/829.wav,0.9,1,true,
830,,data/se/common/830.wav,0.8,1,true,
831,,data/se/common/830.wav,0.8,1,true,
832,,data/se/common/832.wav,0.8,1,true,
833,,data/se/common/833.wav,1,1,true,
834,,data/se/common/834.wav,0.9,1,true,
,,,,,,
840,,data/se/common/h026.wav,1,1,true,
841,,data/se/common/h026.wav,1,1,true,
842,,data/se/common/842.wav,0.8,1,true,
846,,data/se/common/846.wav,0.8,1,true,
847,,data/se/common/847.wav,1,1,true,
849,,data/se/common/849.wav,0.9,1,true,
,,,,,,
850,,data/se/common/850.wav,1,1,true,
851,,data/se/common/851.wav,1,1,true,
852,,data/se/common/852.wav,0.9,1,true,
853,,data/se/common/853.wav,1,1,true,
854,,data/se/common/854.wav,1,1,true,
855,,data/se/common/855.wav,1,1,true,
856,,data/se/common/856.wav,0.7,1,true,
857,,data/se/common/857.wav,0.6,1,true,
858,,data/se/common/858.wav,0.9,1,true,
,,,,,,
,,,,,,
860,,data/se/common/855.wav,1,1,true,
861,,data/se/common/855.wav,1,1,true,
862,,data/se/common/862.wav,0.9,1,true,
863,,data/se/common/855.wav,1,1,true,
864,,data/se/common/862.wav,1,1,true,
865,,data/se/common/865.wav,1,1,true,
866,,data/se/common/866.wav,1,1,true,
867,,data/se/common/867.wav,1,1,true,
868,,data/se/common/868.wav,1,1,true,
869,,data/se/common/869.wav,1,1,true,
870,,data/se/common/870.wav,0.9,1,true,
872,,data/se/common/872.wav,0.9,1,true,
873,,data/se/common/873.wav,0.9,1,true,
881,,data/se/common/881.wav,0.9,1,true,
,,,,,,
,,,,,,
900,,data/se/common/900.wav,0.9,1,true,
901,,data/se/common/901.wav,0.9,1,true,
902,,data/se/common/s004_4.wav,1,1,true,
903,,data/se/common/903.wav,0.9,1,true,
904,,,,,,
905,,data/se/common/h038.wav,0.8,1,true,
906,,data/se/common/906.wav,0.8,1,true,
907,,data/se/common/907.wav,1,1,true,
