key,file_path,balloon_x,balloon_y,base_offset_x,base_offset_y,face_type
type,s,i,i,i,i,s
‚É‚Æ‚è_Š¾1,data/system/char_def/face/nitori/Š¾1.dds,757,315,0,0,B
‚É‚Æ‚è_Š¾2,data/system/char_def/face/nitori/Š¾2.dds,757,315,0,0,B
‚É‚Æ‚è_Šğ1,data/system/char_def/face/nitori/Šğ1.dds,735,320,0,0,C
‚É‚Æ‚è_‹Á1,data/system/char_def/face/nitori/‹Á1.dds,735,320,0,0,C
‚É‚Æ‚è_Œˆ1,data/system/char_def/face/nitori/Œˆ1.dds,735,325,0,0,A
‚É‚Æ‚è_‘I1,data/system/char_def/face/nitori/‘I1.dds,735,325,0,0,A
‚É‚Æ‚è_“{1,data/system/char_def/face/nitori/“{1.dds,735,320,0,0,C
‚É‚Æ‚è_“{2,data/system/char_def/face/nitori/“{2.dds,735,320,0,0,C
‚É‚Æ‚è_•K1,data/system/char_def/face/nitori/•K1.dds,735,325,0,0,A
‚É‚Æ‚è_•1,data/system/char_def/face/nitori/•1.dds,735,320,0,0,C
‚É‚Æ‚è_•2,data/system/char_def/face/nitori/•2.dds,735,325,0,0,A
‚É‚Æ‚è_•‰1,data/system/char_def/face/nitori/•‰1.dds,757,315,0,0,B
‚É‚Æ‚è_—]1,data/system/char_def/face/nitori/—]1.dds,757,315,0,0,B
‚É‚Æ‚è_—]2,data/system/char_def/face/nitori/—]2.dds,757,315,0,0,B
‚É‚Æ‚è_˜f1,data/system/char_def/face/nitori/˜f1.dds,757,315,0,0,B
