reimu,reimu,,mokou,15,50,0,0,0,35,0,0,0,0
marisa,marisa,,mokou,15,50,0,0,0,35,0,0,0,0
ichirin,ichirin,,mokou,15,50,0,0,0,35,0,0,0,0
hijiri,hijiri,,mokou,15,50,0,0,0,35,0,0,0,0
futo,futo,,mokou,15,50,0,0,0,35,0,0,0,0
miko,miko,,mokou,15,50,0,0,0,35,0,0,0,0
nitori,nitori,,mokou,15,50,0,0,0,35,0,0,0,0
koishi,koishi,,mokou,15,50,0,0,0,35,0,0,0,0
mamizou,mamizou,,mokou,15,50,0,0,0,35,0,0,0,0
kokoro,kokoro,,mokou,10,50,0,0,0,30,10,0,0,0
kasen,kasen,,mokou,15,50,0,0,0,35,0,0,0,0
mokou,mokou,,mokou,15,50,0,0,0,35,0,0,0,0
sinmyoumaru,sinmyoumaru,,mokou,15,50,0,0,0,35,0,0,0,0
usami,usami,,mokou,15,50,0,0,0,35,0,0,0,0
udonge,udonge,,mokou,15,50,0,0,0,35,0,0,0,0
doremy,doremy,,mokou,15,50,0,0,0,35,0,0,0,0
tenshi,tenshi,,mokou,15,50,0,0,0,35,0,0,0,0
yukari,yukari,,mokou,15,50,0,0,0,35,0,0,0,0
jyoon,jyoon,,mokou,15,50,0,0,0,20,15,0,0,0
reimu,reimu,,,30,0,0,0,0,70,0,0,0,0
marisa,marisa,,,30,0,0,0,0,70,0,0,0,0
ichirin,ichirin,,,30,0,0,0,0,70,0,0,0,0
hijiri,hijiri,,,30,0,0,0,0,70,0,0,0,0
futo,futo,,,30,0,0,0,0,70,0,0,0,0
miko,miko,,,30,0,0,0,0,70,0,0,0,0
nitori,nitori,,,30,0,0,0,0,70,0,0,0,0
koishi,koishi,,,30,0,0,0,0,70,0,0,0,0
mamizou,mamizou,,,30,0,0,0,0,70,0,0,0,0
kokoro,kokoro,,,30,0,0,0,0,50,20,0,0,0
kasen,kasen,,,30,0,0,0,0,70,0,0,0,0
mokou,mokou,,,30,0,0,0,0,70,0,0,0,0
sinmyoumaru,sinmyoumaru,,,30,0,0,0,0,70,0,0,0,0
usami,usami,,,30,0,0,0,0,70,0,0,0,0
udonge,udonge,,,30,0,0,0,0,70,0,0,0,0
doremy,doremy,,,30,0,0,0,0,70,0,0,0,0
tenshi,tenshi,,,30,0,0,0,0,70,0,0,0,0
yukari,yukari,,,30,0,0,0,0,70,0,0,0,0
jyoon,jyoon,,,30,0,0,0,0,40,30,0,0,0
