reimu,reimu,,mokou,10,5,50,0,0,35,0,0,0,0
marisa,marisa,,mokou,10,5,50,0,0,35,0,0,0,0
ichirin,ichirin,,mokou,10,5,50,0,0,35,0,0,0,0
hijiri,hijiri,,mokou,10,5,50,0,0,35,0,0,0,0
futo,futo,,mokou,10,5,50,0,0,35,0,0,0,0
miko,miko,,mokou,10,5,50,0,0,35,0,0,0,0
nitori,nitori,,mokou,10,5,50,0,0,35,0,0,0,0
koishi,koishi,,mokou,10,5,50,0,0,35,0,0,0,0
mamizou,mamizou,,mokou,10,0,50,0,0,40,0,0,0,0
kokoro,kokoro,,mokou,10,5,50,0,0,35,0,0,0,0
kasen,kasen,,mokou,10,5,50,0,0,35,0,0,0,0
mokou,mokou,,mokou,10,5,50,0,0,35,0,0,0,0
sinmyoumaru,sinmyoumaru,,mokou,10,5,50,0,0,35,0,0,0,0
usami,usami,,mokou,10,5,50,0,0,35,0,0,0,0
udonge,udonge,,mokou,10,5,50,0,0,35,0,0,0,0
doremy,doremy,,mokou,10,5,50,0,0,35,0,0,0,0
tenshi,tenshi,,mokou,10,5,50,0,0,35,0,0,0,0
yukari,yukari,,mokou,10,5,50,0,0,35,0,0,0,0
jyoon,jyoon,,mokou,10,5,50,0,0,20,15,0,0,0
reimu,reimu,,,25,5,0,0,0,70,0,0,0,0
marisa,marisa,,,25,5,0,0,0,70,0,0,0,0
ichirin,ichirin,,,25,5,0,0,0,70,0,0,0,0
hijiri,hijiri,,,25,5,0,0,0,70,0,0,0,0
futo,futo,,,25,5,0,0,0,70,0,0,0,0
miko,miko,,,25,5,0,0,0,70,0,0,0,0
nitori,nitori,,,25,5,0,0,0,70,0,0,0,0
koishi,koishi,,,25,5,0,0,0,70,0,0,0,0
mamizou,mamizou,,,30,0,0,0,0,70,0,0,0,0
kokoro,kokoro,,,25,5,0,0,0,70,0,0,0,0
kasen,kasen,,,25,5,0,0,0,70,0,0,0,0
mokou,mokou,,,25,5,0,0,0,70,0,0,0,0
sinmyoumaru,sinmyoumaru,,,25,5,0,0,0,70,0,0,0,0
usami,usami,,,25,5,0,0,0,70,0,0,0,0
udonge,udonge,,,25,5,0,0,0,70,0,0,0,0
doremy,doremy,,,25,5,0,0,0,70,0,0,0,0
tenshi,tenshi,,,25,5,0,0,0,70,0,0,0,0
yukari,yukari,,,25,5,0,0,0,70,0,0,0,0
jyoon,jyoon,,,25,5,0,0,0,35,35,0,0,0
