,,,,,,,,,,,,,
reimu,reimu,,,15,15,5,5,0,60,0,0,0,0
marisa,marisa,,,15,15,5,5,0,60,0,0,0,0
ichirin,ichirin,,,15,15,5,5,0,60,0,0,0,0
hijiri,hijiri,,,15,15,5,5,0,60,0,0,0,0
futo,futo,,,15,15,5,5,0,60,0,0,0,0
miko,miko,,,15,15,5,5,0,60,0,0,0,0
nitori,nitori,,,15,15,5,5,0,60,0,0,0,0
koishi,koishi,,,15,15,5,5,0,60,0,0,0,0
mamizou,mamizou,,,15,15,5,5,0,60,0,0,0,0
kokoro,kokoro,,,15,15,5,5,0,60,0,0,0,0
kasen,kasen,,,15,15,5,5,0,60,0,0,0,0
mokou,mokou,,,15,15,5,5,0,60,0,0,0,0
sinmyoumaru,sinmyoumaru,,,15,15,5,5,0,60,0,0,0,0
usami,usami,,,15,15,5,5,0,60,0,0,0,0
udonge,udonge,,,15,15,5,5,0,60,0,0,0,0
doremy,doremy,,,15,15,5,5,0,60,0,0,0,0
tenshi,tenshi,,,15,15,5,5,0,60,0,0,0,0
yukari,yukari,,,15,15,5,5,0,60,0,0,0,0
jyoon,jyoon,,,0,0,0,0,0,50,50,0,0,0
