entry,name,size,params,callees
00401000,FUN_00401000,52,0,"LeaveCriticalSection TryEnterCriticalSection"
00401040,FUN_00401040,26,0,"LeaveCriticalSection"
00401060,FUN_00401060,81,0,"LeaveCriticalSection TryEnterCriticalSection"
004010c0,FUN_004010c0,35,0,""
004010f0,FUN_004010f0,60,0,""
00401130,FUN_00401130,77,0,"FUN_00405190"
00401180,FUN_00401180,148,0,"FUN_00405190"
00401220,`vector_constructor_iterator',50,4,""
00401260,FUN_00401260,51,0,"FUN_004012a0"
004012a0,FUN_004012a0,395,0,"FUN_00401180 FUN_00405190"
00401430,FUN_00401430,142,0,"FUN_004153a0"
004014c0,FUN_004014c0,329,0,"FUN_00404af0 FUN_00404b80 FUN_00404ce0"
00401610,FUN_00401610,22,0,"FUN_00405190"
00401640,FUN_00401640,33,0,"FUN_0081fdeb _free"
00401670,FUN_00401670,107,0,"FUN_004020d0 FUN_0081fd1c"
004016e0,FUN_004016e0,14,0,""
004016f0,FUN_004016f0,65,0,"FUN_0081fdeb _free"
00401740,FUN_00401740,47,0,"FUN_0081fdeb _free"
004017a0,FUN_004017a0,113,0,"FUN_004020d0 exception"
00401820,FUN_00401820,14,0,"_free"
00401830,FUN_00401830,19,0,""
00401850,FUN_00401850,25,0,"EnterCriticalSection"
00401870,FUN_00401870,13,0,"LeaveCriticalSection"
00401880,FUN_00401880,143,0,"FUN_00401e40 FUN_00401f80 `eh_vector_constructor_iterator'"
00401910,FUN_00401910,128,0,"FUN_00401f10 FUN_00402020 `eh_vector_destructor_iterator'"
00401990,FUN_00401990,234,0,"FUN_00418550 __alloca_probe __security_check_cookie _memset"
00401a80,FUN_00401a80,97,0,""
00401af0,FUN_00401af0,224,0,"FUN_004026a0 FUN_00402810 FUN_00418440 FUN_00418650 FUN_00418b30 FUN_0081fbdc"
00401bd0,FUN_00401bd0,76,0,"FUN_00402810 FUN_00405400"
00401c20,FUN_00401c20,192,0,"FUN_00418b30"
00401ce0,FUN_00401ce0,109,0,"FUN_00405400 FUN_00418b30"
00401d50,FUN_00401d50,106,0,"FUN_00405400"
00401dc0,FUN_00401dc0,59,0,"FUN_00402200"
00401e00,FUN_00401e00,35,0,"_free"
00401e30,FUN_00401e30,14,0,""
00401e40,FUN_00401e40,193,0,"FUN_00412c80 InitializeCriticalSection"
00401f10,FUN_00401f10,92,0,"DeleteCriticalSection FUN_00402420 FUN_00402470 _free"
00401f80,FUN_00401f80,145,0,"FUN_00412c80 InitializeCriticalSection"
00402020,FUN_00402020,92,0,"DeleteCriticalSection FUN_00402420 FUN_00402470 _free"
00402090,FUN_00402090,27,0,"FUN_00401f10 _free"
004020b0,FUN_004020b0,27,0,"FUN_00402020 _free"
004020d0,FUN_004020d0,218,0,"FUN_004022d0 FUN_004024e0 FUN_007fb8fb FUN_007fb93a _memcpy_s"
004021b0,thunk_FUN_00402420,5,0,""
004021c0,thunk_FUN_00402470,5,0,""
004021d0,FUN_004021d0,35,0,"_free"
00402200,FUN_00402200,193,0,"FUN_004020d0 FUN_004024e0 FUN_007fb8fb _memcpy_s"
004022d0,FUN_004022d0,131,0,"FUN_007fb93a _memmove_s"
00402360,FUN_00402360,184,0,"FUN_004024e0 FUN_007fb8fb _free _memcpy_s"
00402420,FUN_00402420,49,0,"_free"
00402470,FUN_00402470,96,0,"_free"
004024e0,FUN_004024e0,122,0,"FUN_00402582 FUN_00402640"
0040255a,Catch_All@0040255a,34,0,"FUN_00402640"
00402582,FUN_00402582,102,0,"_free _memcpy_s"
004025eb,Catch_All@004025eb,45,0,"__CxxThrowException@8 _free"
00402640,FUN_00402640,85,0,"FUN_0081fbdc __CxxThrowException@8 exception"
004026a0,FUN_004026a0,364,0,"EnterCriticalSection FUN_00402970 FUN_004046c0 FUN_00404720 FUN_004054d0 FUN_00405bb0 FUN_0040dfc0 FUN_0081ff70 LeaveCriticalSection"
00402810,FUN_00402810,167,0,"EnterCriticalSection FUN_004029d0 FUN_00415530 FUN_0081ff70 LeaveCriticalSection"
004028c0,FUN_004028c0,33,0,"_memmove_s"
004028f0,FUN_004028f0,83,0,"FUN_0081fbdc __CxxThrowException@8 exception"
00402970,FUN_00402970,87,0,"FUN_0081ff70 _free"
004029d0,FUN_004029d0,165,0,"FUN_00401670 FUN_00402200 __CxxThrowException@8"
00402a80,FUN_00402a80,48,0,"_memmove_s"
00402ab0,FUN_00402ab0,30,0,""
00402ad0,FUN_00402ad0,47,0,"_memmove_s"
00402b00,FUN_00402b00,89,0,""
00402b60,FUN_00402b60,217,0,"FUN_008106a0 _free"
00402c40,FUN_00402c40,156,0,"FUN_004020d0 _free"
00402ce0,FUN_00402ce0,358,0,"FUN_00402ef0 FUN_004032a0 FUN_004187b0 FUN_00418b30 FUN_00418bb0 timeGetTime"
00402e50,FUN_00402e50,153,0,"FUN_00418b30 timeGetTime"
00402ef0,FUN_00402ef0,943,0,"FUN_00401830 FUN_00418780 FUN_00418b30 FUN_00418d10 __alloca_probe __security_check_cookie _memcpy timeGetTime"
004032a0,FUN_004032a0,806,0,"FUN_004187b0 FUN_00418d10 FUN_008123d0 FUN_008124d0 __alloca_probe __security_check_cookie _memcpy"
004035d0,FUN_004035d0,199,0,"FUN_004041b0 FUN_00412c80 InitializeCriticalSection"
004036a0,FUN_004036a0,148,0,"DeleteCriticalSection FUN_00404240 FUN_004085d0 FUN_00414d30"
00403740,FUN_00403740,133,0,"CreateEventA CreateThread FUN_00414d30 SetThreadPriority"
004037d0,FUN_004037d0,417,0,"CloseHandle FUN_00404530 FUN_00414d30 FUN_0081ff70 SetEvent _free"
004039a0,FUN_004039a0,28,0,"FUN_00404390"
004039c0,FUN_004039c0,351,0,"EnterCriticalSection FUN_00402200 FUN_00402c40 FUN_00402ce0 FUN_004045f0 FUN_00408710 FUN_00415530 LeaveCriticalSection SetEvent"
00403b20,FUN_00403b20,143,0,"EnterCriticalSection FUN_004045f0 LeaveCriticalSection timeGetTime"
