reimu,reimu,,koishi,15,50,0,0,0,25,10,0,0,0
ichirin,ichirin,,koishi,15,50,0,0,0,35,0,0,0,0
hijiri,hijiri,,koishi,15,50,0,0,0,35,0,0,0,0
futo,futo,,koishi,15,50,0,0,0,35,0,0,0,0
miko,miko,,koishi,15,50,0,0,0,35,0,0,0,0
nitori,nitori,,koishi,15,50,0,0,0,35,0,0,0,0
koishi,koishi,,koishi,15,50,0,0,0,35,0,0,0,0
mamizou,mamizou,,koishi,15,50,0,0,0,35,0,0,0,0
kokoro,kokoro,,koishi,15,50,0,0,0,35,0,0,0,0
kasen,kasen,,koishi,15,50,0,0,0,35,0,0,0,0
mokou,mokou,,koishi,15,50,0,0,0,35,0,0,0,0
sinmyoumaru,sinmyoumaru,,koishi,15,50,0,0,0,35,0,0,0,0
usami,usami,,koishi,15,50,0,0,0,35,0,0,0,0
udonge,udonge,,koishi,15,50,0,0,0,35,0,0,0,0
doremy,doremy,,koishi,15,50,0,0,0,35,0,0,0,0
tenshi,tenshi,,koishi,15,50,0,0,0,35,0,0,0,0
yukari,yukari,,koishi,15,50,0,0,0,35,0,0,0,0
jyoon,jyoon,,koishi,10,50,0,0,0,20,20,0,0,0
reimu,reimu,,,30,0,0,0,0,50,20,0,0,0
marisa,marisa,,,30,0,0,0,0,70,0,0,0,0
ichirin,ichirin,,,30,0,0,0,0,70,0,0,0,0
hijiri,hijiri,,,30,0,0,0,0,70,0,0,0,0
futo,futo,,,30,0,0,0,0,70,0,0,0,0
miko,miko,,,30,0,0,0,0,70,0,0,0,0
nitori,nitori,,,30,0,0,0,0,70,0,0,0,0
koishi,koishi,,,30,0,0,0,0,70,0,0,0,0
mamizou,mamizou,,,30,0,0,0,0,70,0,0,0,0
kokoro,kokoro,,,30,0,0,0,0,70,0,0,0,0
kasen,kasen,,,30,0,0,0,0,70,0,0,0,0
mokou,mokou,,,30,0,0,0,0,70,0,0,0,0
sinmyoumaru,sinmyoumaru,,,30,0,0,0,0,70,0,0,0,0
usami,usami,,,30,0,0,0,0,70,0,0,0,0
udonge,udonge,,,30,0,0,0,0,70,0,0,0,0
doremy,doremy,,,30,0,0,0,0,70,0,0,0,0
tenshi,tenshi,,,30,0,0,0,0,70,0,0,0,0
yukari,yukari,,,30,0,0,0,0,70,0,0,0,0
jyoon,jyoon,,,30,0,0,0,0,35,35,0,0,0
