entry,name,size,params,callees
00401150,FUN_00401150,171,2,"EnterCriticalSection LeaveCriticalSection"
00401200,FUN_00401200,171,2,"EnterCriticalSection LeaveCriticalSection"
004012b0,FUN_004012b0,302,1,"EnterCriticalSection FUN_00401610 LeaveCriticalSection"
00401410,FUN_00401410,235,0,"EnterCriticalSection FUN_00401610 LeaveCriticalSection"
00401520,FUN_00401520,113,2,"EnterCriticalSection FUN_00401610 LeaveCriticalSection"
004015a0,FUN_004015a0,106,1,"FUN_0048f6e1"
00401610,FUN_00401610,164,2,"FUN_0048f711"
004016c0,FUN_004016c0,513,1,"__security_check_cookie _memset"
004018d0,FUN_004018d0,363,0,"XInputGetState __security_check_cookie"
00401a40,FUN_00401a40,599,0,"GetKeyboardState XInputGetState __security_check_cookie _memset"
00401ca0,FUN_00401ca0,491,0,"FUN_004016c0 FUN_004018d0 FUN_00404c30 GetKeyboardState __security_check_cookie"
00401e90,FUN_00401e90,272,6,"FUN_00492e00 FUN_00493374 FUN_0049337f"
00401fa0,FUN_00401fa0,271,6,"FUN_00492e00 FUN_00493374 FUN_0049337f"
004020b0,FUN_004020b0,444,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00404c20 FUN_00404d20 FUN_00471310 FUN_00490ba0 FUN_00493374 GetFileSize LeaveCriticalSection ReadFile __stricmp"
00402270,FUN_00402270,128,1,"CloseHandle CreateFileA EnterCriticalSection LeaveCriticalSection"
004022f0,FUN_004022f0,310,3,"CloseHandle CreateFileA EnterCriticalSection FUN_00404c20 FormatMessageA GetLastError LeaveCriticalSection LocalFree WriteFile"
00402430,FUN_00402430,182,1,"CreateFileA EnterCriticalSection FUN_00404c20 FormatMessageA GetLastError LeaveCriticalSection LocalFree"
004024f0,FUN_004024f0,99,2,"CloseHandle LeaveCriticalSection WriteFile"
00402560,FUN_00402560,87,1,"CloseHandle FUN_00493374 ReadFile"
004025c0,FUN_004025c0,46,0,"CloseHandle LeaveCriticalSection"
004025f0,FUN_004025f0,193,3,"EnterCriticalSection FUN_00404be0 LeaveCriticalSection __alloca_probe __security_check_cookie"
004026c0,FUN_004026c0,196,3,"EnterCriticalSection FUN_00404be0 LeaveCriticalSection __security_check_cookie"
